simTime,realTime,result,prediction,deltaT,payload
24.0809,11.603,0.0158826,9.5825,10,0.5
24.2069,11.7014,0.0231407,9.0677,10,0.5
24.3329,11.7986,0.0426151,8.4757,10,0.5
24.4569,11.9099,0.269262,8.4757,10,0.5
32.6979,15.8838,5.10568,9.5825,10,0.5
42.7699,20.8366,2.94238,8.4757,10,0.5
52.7379,25.5891,3.62502,8.6907,10,0.5
62.7709,30.3807,2.92519,8.2995,10,0.5
72.7389,35.1132,3.59896,8.6907,10,0.5
82.6829,39.8471,6.02917,7.0525,10,0.5
92.6499,44.5528,10.0142,11.8216,10,0.5
102.649,49.3023,10.2183,11.8216,10,0.5
112.649,54.0547,10.2185,11.8216,10,0.5
122.649,58.9776,10.2186,11.8216,10,0.5
132.698,63.9105,5.10568,7.416,10,0.5
142.771,68.7296,2.92519,8.4757,10,0.5
152.724,73.4845,4.03457,10.3002,10,0.5
162.771,78.3257,2.92517,9.0677,10,0.5
172.826,83.2837,2.21309,8.78335,10,0.5
182.826,88.0394,2.21307,8.8211,10,0.5
192.826,92.9263,2.21307,8.8211,10,0.5
202.737,97.686,3.6515,7.84017,10,0.5
212.722,102.421,4.10071,10.524,10,0.5
222.642,107.197,11.9244,11.8216,10,0.5
232.642,111.962,11.9244,11.8216,10,0.5
242.642,116.684,11.9244,11.8216,10,0.5
252.642,121.392,11.9244,11.8216,10,0.5
262.672,126.234,6.95118,8.7345,10,0.5
272.642,130.966,11.9244,11.8216,10,0.5
282.642,135.632,11.9244,11.8216,10,0.5
292.642,140.421,11.9244,11.8216,10,0.5
302.697,145.281,5.15835,8.6745,10,0.5
312.769,150.101,2.9598,8.4757,10,0.5
322.723,154.821,4.06735,10.67,10,0.5
332.77,159.603,2.94241,8.8167,10,0.5
406.086,194.494,0.00787576,8.4069,10,0.5
406.207,194.574,0.00932715,8.4069,10,0.5
406.267,194.624,0.0114503,8.5109,10,0.5
406.315,194.671,0.0148302,7.6219,10,0.5
406.361,194.72,0.0210429,7.3639,10,0.5
406.405,194.764,0.0362189,8.4069,10,0.5
406.442,194.8,0.130143,7.6454,10,0.5
412.65,197.742,10.0142,11.5238,10,0.5
422.698,202.482,5.10568,9.1884,10,0.5
432.723,207.32,4.06735,8.8569,10,0.5
443.437,212.424,0.597422,7.3639,10,0.5
471.146,225.709,0.0269601,5.03217,10,0.5
471.972,226.23,0.0533508,7.3639,10,0.5
473.44,227.055,0.595288,9.8939,10,0.5
482.826,231.489,2.21307,8.3684,10,0.5
492.771,236.155,2.92519,7.6454,10,0.5
502.77,240.868,2.94238,8.9884,10,0.5
512.825,245.582,2.22291,8.1554,10,0.5
523.442,250.722,0.593874,9.8939,10,0.5
540.07,258.806,0.066935,7.3639,10,0.5
542.706,260.227,4.72015,7.6219,10,0.5
552.681,265.074,6.17816,8.1271,10,0.5
562.672,269.822,6.95118,10.4101,10,0.5
572.655,274.652,9.10235,8.68379,10,0.5
582.671,279.431,7.04919,9.4691,10,0.5
592.678,284.151,6.416,8.6966,10,0.5
602.674,288.846,6.76314,8.2845,10,0.5
612.826,293.675,2.21309,8.9055,10,0.5
622.738,298.661,3.62506,10.4607,10,0.5
632.697,303.581,5.15835,8.4757,10,0.5
642.723,308.404,4.06735,8.47775,10,0.5
652.698,313.048,5.10568,8.2995,10,0.5
662.684,317.62,5.95742,10.524,10,0.5
672.649,322.361,10.2183,12.0109,10,0.5
682.648,327.138,10.4315,11.8216,10,0.5
692.65,331.86,10.0138,10.6717,10,0.5
702.649,336.584,10.2186,10.6717,10,0.5
712.649,341.464,10.2183,11.8216,10,0.5
722.649,346.192,10.2185,11.8216,10,0.5
732.649,351.005,10.2186,11.8216,10,0.5
742.683,355.654,6.02917,9.5825,10,0.5
752.737,360.394,3.6515,10.4607,10,0.5
762.642,365.085,11.9244,8.61378,10,0.5
772.642,369.967,11.9244,8.94979,10,0.5
782.823,374.92,2.24285,8.9511,10,0.5
792.824,379.819,2.23285,7.9246,10,0.5
