simTime,realTime,result,prediction,deltaT,payload
9.857,4.6246,3.18471,5.69788,10,0.5
19.859,9.42305,3.14465,5.69788,10,0.5
30.255,14.5391,0.900901,4.88688,10,0.5
39.876,19.2474,2.84091,3.58675,10,0.5
49.878,24.1099,2.80899,3.58675,10,0.5
59.845,28.8716,3.44828,4.04688,10,0.5
69.82,33.7056,4.16667,5.69688,10,0.5
79.881,38.4575,2.76243,3.88575,10,0.5
90.062,43.2791,1.38122,6.13455,10,0.5
100.067,48.1065,1.3624,5.70225,10,0.5
110.067,52.8577,1.3624,5.15438,10,0.5
120.073,57.7009,1.34048,5.15438,10,0.5
130.079,62.5115,1.31926,5.15838,10,0.5
140.085,67.4341,1.2987,5.69788,10,0.5
157.475,75.7642,0.0643087,4.88688,10,0.5
160.522,77.301,0.608273,6.32588,10,0.5
170.14,81.8612,1.13636,5.07688,10,0.5
180.019,86.4844,1.5674,6.67213,10,0.5
190.471,91.3457,0.648508,5.69788,10,0.5
200.341,96.048,0.780031,5.69788,10,0.5
210.138,100.902,1.14155,5.15838,10,0.5
219.987,105.76,1.74216,6.67213,10,0.5
229.915,110.52,2.32558,5.85413,10,0.5
239.83,115.312,3.84615,9.11313,10,0.5
249.81,120.147,4.54545,9.226,10,0.5
259.877,124.985,2.82486,9.0442,10,0.5
269.807,129.619,4.6729,9.14713,10,0.5
279.745,134.328,11.1111,9.1866,10,0.5
289.745,139.033,11.1111,10.9216,10,0.5
299.745,143.802,11.1111,9.1866,10,0.5
309.816,148.503,4.31034,9.3048,10,0.5
319.999,153.432,1.67224,6.02513,10,0.5
329.864,158.075,3.04878,9.0442,10,0.5
340.013,162.748,1.59744,6.14113,10,0.5
349.745,167.384,11.1111,9.099,10,0.5
359.744,172.178,11.3636,9.576,10,0.5
370.044,177.169,1.45349,4.67075,10,0.5
380.056,181.873,1.40449,4.33075,10,0.5
453.103,216.715,0.00788606,4.33075,10,0.5
453.286,216.828,0.0093308,6.509,10,0.5
453.417,216.919,0.0114372,5.82325,10,0.5
453.594,217.046,0.0147519,5.43838,10,0.5
453.787,217.181,0.0207581,6.02338,10,0.5
453.982,217.327,0.0350091,6.32513,10,0.5
454.199,217.469,0.111136,8.4092,10,0.5
459.986,220.46,1.74825,9.5432,10,0.5
470.004,225.263,1.64474,9.11313,10,0.5
480.022,230.177,1.5528,9.572,10,0.5
489.87,234.97,2.94118,9.4038,10,0.5
499.814,239.862,4.38596,9.3288,10,0.5
509.845,244.791,3.44828,9.12183,10,0.5
519.745,249.643,11.1111,10.9216,10,0.5
529.745,254.524,11.1111,10.9216,10,0.5
539.746,259.415,10.8696,10.9216,10,0.5
549.746,264.08,10.8696,11.8286,10,0.5
559.746,268.7,10.8696,12.1306,10,0.5
569.745,273.417,11.1111,10.9216,10,0.5
579.746,278.255,10.8696,12.5106,10,0.5
589.746,283.115,10.8696,12.1306,10,0.5
599.745,303.373,11.1111,10.9216,10,0.5
609.81,308.319,4.54545,9.71433,10,0.5
619.795,313.205,5.26316,9.3288,10,0.5
629.844,318.102,3.47222,9.3048,10,0.5
639.894,322.917,2.57732,9.0702,10,0.5
662.393,334.104,0.0393918,9.2178,10,0.5
663.202,334.598,0.142776,8.4018,10,0.5
669.766,337.757,7.57576,9.1866,10,0.5
679.759,342.666,8.47458,9.1866,10,0.5
