simTime,realTime,result,prediction,deltaT,payload
4.955,2.32517,3.22581,5.69788,10,0.5
14.957,7.11267,3.18471,5.69788,10,0.5
25.018,12.0342,2.29358,5.69788,10,0.5
36.167,17.5539,0.365764,4.30675,10,0.5
45.028,21.7516,2.19298,3.58675,10,0.5
55.031,26.4728,2.1645,3.58675,10,0.5
64.947,31.2742,3.40136,4.67088,10,0.5
74.911,36.0088,4.5045,6.32588,10,0.5
84.996,40.9639,2.55102,4.93075,10,0.5
94.889,45.7378,5.61798,5.70225,10,0.5
104.959,50.6536,3.14465,5.15838,10,0.5
114.995,55.5768,2.5641,5.15438,10,0.5
125.032,60.2028,2.15517,5.15838,10,0.5
135.056,64.8966,1.95313,5.15838,10,0.5
157.014,75.4539,0.0409366,3.88575,10,0.5
157.659,75.8758,0.174886,5.34588,10,0.5
165.312,79.7606,0.976563,5.69788,10,0.5
175.119,84.4717,1.5674,6.14113,10,0.5
185.1,89.2416,1.66667,6.32588,10,0.5
195.441,94.3502,0.780031,5.69788,10,0.5
205.238,99.2045,1.14155,5.69788,10,0.5
215.087,104.086,1.74216,6.14113,10,0.5
225.015,108.888,2.32558,5.81413,10,0.5
234.93,113.706,3.84615,9.0442,10,0.5
244.91,118.434,4.54545,9.572,10,0.5
254.917,123.304,4.2735,6.67213,10,0.5
264.943,128.008,3.4965,9.5432,10,0.5
274.845,132.65,11.1111,7.179,10,0.5
284.845,137.423,11.1111,10.9216,10,0.5
294.845,142.165,11.1111,10.9216,10,0.5
304.846,146.926,10.8696,7.179,10,0.5
314.962,151.876,3.08642,9.5432,10,0.5
324.934,156.596,3.73134,9.0672,10,0.5
335.021,161.607,2.26244,5.81413,10,0.5
344.845,166.299,11.1111,9.576,10,0.5
354.844,171.085,11.3636,9.864,10,0.5
365.144,175.986,1.45349,4.67075,10,0.5
375.156,180.692,1.40449,4.67075,10,0.5
385.156,185.437,1.40449,4.67075,10,0.5
448.819,215.812,0.009256,5.60525,10,0.5
449.186,216.06,0.0112648,6.509,10,0.5
449.511,216.312,0.0144047,5.82325,10,0.5
449.832,216.527,0.0199744,5.68938,10,0.5
450.128,216.733,0.03262,7.05213,10,0.5
450.387,216.905,0.0894935,8.3862,10,0.5
455.083,219.098,1.76678,9.2652,10,0.5
465.094,223.911,1.70068,9.9168,10,0.5
475.108,228.592,1.62338,9.572,10,0.5
485.032,233.215,2.15517,9.3288,10,0.5
494.936,238.043,3.67647,8.4018,10,0.5
504.98,242.935,2.77778,9.3048,10,0.5
514.907,247.726,4.6729,9.864,10,0.5
524.846,252.391,10.8696,10.9216,10,0.5
534.846,257.148,10.8696,10.9216,10,0.5
544.845,261.846,11.1111,10.9216,10,0.5
554.846,266.652,10.8696,12.1306,10,0.5
564.845,271.537,11.1111,10.9216,10,0.5
574.846,276.295,10.8696,10.9216,10,0.5
584.846,281.098,10.8696,12.1306,10,0.5
594.845,285.888,11.1111,12.1306,10,0.5
604.885,306.161,5.88235,9.864,10,0.5
614.938,311.054,3.62319,9.3048,10,0.5
624.912,315.902,4.46429,8.5838,10,0.5
634.994,320.697,2.57732,9.3288,10,0.5
662.544,333.897,0.0281785,9.5432,10,0.5
663.353,334.383,0.058459,9.3048,10,0.5
665.477,335.514,0.738552,9.71433,10,0.5
674.859,339.934,8.47458,9.1866,10,0.5
684.854,344.767,9.25926,7.9446,10,0.5
