simTime,realTime,result,prediction,deltaT,payload
27.7719,12.7639,0.0158872,10.3002,10,0.5
27.8829,12.8586,0.0231665,10.4607,10,0.5
27.9949,12.948,0.0427536,9.0677,10,0.5
28.1049,13.0376,0.277019,10.3002,10,0.5
36.3979,16.9079,5.10568,8.8167,10,0.5
46.4379,21.5133,3.62506,8.6907,10,0.5
56.4699,26.0529,2.94238,8.74875,10,0.5
66.4709,30.5997,2.92519,8.2995,10,0.5
76.4239,35.0968,4.03453,9.5825,10,0.5
86.3489,39.6452,10.2185,11.8216,10,0.5
96.3499,44.2725,10.0142,11.8216,10,0.5
106.349,48.8517,10.2183,11.8216,10,0.5
116.349,53.4472,10.2185,11.8216,10,0.5
126.349,58.0011,10.2186,11.8216,10,0.5
136.424,62.7572,4.03457,9.5825,10,0.5
146.398,67.3754,5.10568,8.8875,10,0.5
156.438,72.1072,3.62502,8.4757,10,0.5
166.526,76.7458,2.21309,10.4607,10,0.5
176.526,81.43,2.21309,8.8211,10,0.5
186.526,86.0975,2.21307,8.78335,10,0.5
196.526,90.6982,2.21307,10.1015,10,0.5
206.397,95.385,5.15835,8.66967,10,0.5
216.397,100.061,5.15835,8.8875,10,0.5
226.342,104.727,11.9244,11.8216,10,0.5
236.342,109.191,11.9244,11.8216,10,0.5
246.342,113.796,11.9244,11.8216,10,0.5
256.342,118.402,11.9244,11.8216,10,0.5
266.372,122.942,6.95118,8.2455,10,0.5
276.342,127.427,11.9244,11.8216,10,0.5
286.342,131.941,11.9244,11.8216,10,0.5
296.372,136.4,6.95118,8.53629,10,0.5
306.423,141.089,4.06735,9.5825,10,0.5
316.397,145.707,5.15835,8.8875,10,0.5
326.437,150.261,3.6515,8.4757,10,0.5
336.524,154.899,2.23285,9.32717,10,0.5
409.786,188.229,0.00787576,8.4069,10,0.5
409.907,188.308,0.00932715,8.4069,10,0.5
409.967,188.359,0.0114503,9.8939,10,0.5
410.015,188.403,0.0148302,7.3639,10,0.5
410.061,188.447,0.0210429,10.0839,10,0.5
410.105,188.494,0.0362189,8.6214,10,0.5
410.142,188.527,0.130143,11.5238,10,0.5
416.35,191.332,10.0142,11.5238,10,0.5
426.373,195.876,6.85587,8.6214,10,0.5
436.469,200.5,2.9598,10.0839,10,0.5
470.642,216.206,0.0205407,5.03217,10,0.5
471.465,216.678,0.0329708,6.9809,10,0.5
472.283,217.188,0.0835711,7.3639,10,0.5
476.823,219.337,0.956153,8.4069,10,0.5
486.655,223.83,1.40873,9.2944,10,0.5
496.438,228.333,3.62506,8.8264,10,0.5
506.525,232.99,2.22292,7.5034,10,0.5
516.621,237.803,1.55798,8.7244,10,0.5
541.78,249.494,0.0322999,7.6219,10,0.5
541.88,249.566,0.0896069,5.03217,10,0.5
546.389,251.628,5.62239,7.7559,10,0.5
556.379,256.313,6.33481,8.1271,10,0.5
566.363,260.836,7.94522,10.4607,10,0.5
576.358,265.456,8.63097,10.4101,10,0.5
586.37,270.106,7.14999,9.4691,10,0.5
596.393,274.731,5.38046,8.2845,10,0.5
606.622,279.55,1.55314,9.1015,10,0.5
616.47,284.178,2.94241,9.9681,10,0.5
626.423,288.719,4.06735,10.4607,10,0.5
636.383,293.317,6.02917,10.8702,10,0.5
646.423,297.964,4.06735,8.53975,10,0.5
656.398,302.56,5.10568,8.522,10,0.5
666.373,307.246,6.85587,9.5825,10,0.5
676.348,311.72,10.4315,12.0109,10,0.5
686.35,316.475,10.0138,11.8216,10,0.5
696.349,321.161,10.2186,10.6717,10,0.5
706.349,325.708,10.2183,11.6403,10,0.5
716.349,330.349,10.2185,11.8216,10,0.5
726.349,335.162,10.2186,11.8216,10,0.5
736.342,339.801,11.9244,12.0109,10,0.5
746.397,344.541,5.15835,10.3002,10,0.5
756.342,349.089,11.9244,8.94979,10,0.5
766.342,353.607,11.9244,8.61378,10,0.5
776.469,358.372,2.9598,10.4101,10,0.5
786.524,363.015,2.23285,8.1271,10,0.5
796.524,367.592,2.23285,7.9246,10,0.5
