simTime,realTime,result,prediction,deltaT,payload
23.847,11.231,0.0158998,8.5838,10,0.5
23.968,11.3234,0.0231825,9.0442,10,0.5
24.097,11.4234,0.042746,9.3288,10,0.5
24.214,11.5233,0.275634,9.3288,10,0.5
32.496,15.489,5.20833,8.5838,10,0.5
42.573,20.2655,2.89017,9.3288,10,0.5
52.524,25.0063,4.03226,9.2178,10,0.5
62.556,29.6948,3.20513,9.226,10,0.5
72.534,34.4824,3.73134,9.2178,10,0.5
82.482,39.2306,6.09756,9.543,10,0.5
92.446,43.8324,10.8696,10.9216,10,0.5
102.445,48.5216,11.1111,10.9216,10,0.5
112.446,53.2215,10.8696,10.9216,10,0.5
122.445,57.9995,11.1111,10.9216,10,0.5
132.491,62.7821,5.49451,9.71433,10,0.5
142.555,67.6069,3.22581,9.3288,10,0.5
152.516,72.4047,4.31034,9.4038,10,0.5
162.562,77.171,3.08642,9.0442,10,0.5
172.614,81.9613,2.33645,6.2518,10,0.5
182.621,86.7072,2.26244,5.977,10,0.5
192.623,91.5704,2.24215,6.153,10,0.5
202.492,96.177,5.43478,9.1848,10,0.5
212.486,100.936,5.81395,9.3048,10,0.5
222.445,105.706,11.1111,10.864,10,0.5
232.445,110.353,11.1111,10.9216,10,0.5
242.445,115.144,11.1111,10.9216,10,0.5
252.445,119.911,11.1111,10.9216,10,0.5
262.461,124.614,8.19672,9.864,10,0.5
272.445,129.508,11.1111,10.9216,10,0.5
282.445,134.267,11.1111,10.9216,10,0.5
292.445,138.936,11.1111,10.9216,10,0.5
302.478,143.716,6.41026,9.16233,10,0.5
312.523,148.58,4.06504,9.3288,10,0.5
322.496,153.537,5.20833,9.3048,10,0.5
332.526,158.277,3.96825,9.7042,10,0.5
405.767,193.493,0.00789054,6.6914,10,0.5
405.946,193.607,0.00933777,6.477,10,0.5
406.029,193.686,0.0114603,6.7784,10,0.5
406.084,193.738,0.0148438,5.29158,10,0.5
406.129,193.783,0.0210713,4.51975,10,0.5
406.176,193.829,0.036295,6.6914,10,0.5
406.22,193.871,0.13089,8.40167,10,0.5
412.452,197.032,9.61538,10.696,10,0.5
422.498,201.931,5.10204,6.48967,10,0.5
432.527,206.652,3.93701,6.7784,10,0.5
443.009,211.695,0.821018,5.01858,10,0.5
471.108,225.236,0.0267265,4.51975,10,0.5
471.998,225.806,0.0520942,5.01858,10,0.5
473.098,226.433,0.716332,6.6214,10,0.5
482.625,231.191,2.22222,8.17667,10,0.5
492.561,235.932,3.10559,8.40267,10,0.5
502.539,240.686,3.59712,10.6215,10,0.5
512.594,245.538,2.57732,8.97767,10,0.5
523.137,250.812,0.678426,6.6214,10,0.5
539.831,258.746,0.0672857,5.01858,10,0.5
542.514,260.071,4.38596,5.29158,10,0.5
552.485,264.751,5.88235,5.70225,10,0.5
562.476,269.508,6.57895,6.67213,10,0.5
572.455,274.212,9.09091,11.448,10,0.5
582.475,279.246,6.66667,5.15838,10,0.5
592.481,283.919,6.17284,5.69788,10,0.5
602.478,288.666,6.41026,6.20138,10,0.5
612.616,293.515,2.31481,5.96038,10,0.5
622.51,298.381,4.54545,5.85413,10,0.5
632.483,303.162,6.0241,9.3288,10,0.5
642.504,308.004,4.80769,9.7042,10,0.5
652.488,312.715,5.68182,9.226,10,0.5
662.489,317.574,5.61798,9.3048,10,0.5
672.445,322.352,11.1111,9.1866,10,0.5
682.446,327.123,10.8696,10.9216,10,0.5
692.446,331.927,10.8696,11.8286,10,0.5
702.446,336.783,10.8696,12.1306,10,0.5
712.445,341.653,11.1111,10.9216,10,0.5
722.446,346.481,10.8696,10.9216,10,0.5
732.445,351.215,11.1111,10.9216,10,0.5
742.465,355.865,7.69231,8.4018,10,0.5
752.494,360.539,5.31915,9.0442,10,0.5
762.445,365.192,11.1111,8.3528,10,0.5
772.446,369.938,10.8696,8.2092,10,0.5
782.551,374.667,3.31126,5.56138,10,0.5
792.553,379.465,3.26797,5.75075,10,0.5
