simTime,realTime,result,prediction,deltaT,payload
4.42393,2.13934,2.23285,9.2666,10,0.5
14.4239,6.95938,2.23285,9.2666,10,0.5
24.5179,11.7788,1.57267,8.6966,10,0.5
37.7289,18.019,0.141686,5.9076,10,0.5
44.4239,21.2098,2.23284,6.1081,10,0.5
54.4239,25.9562,2.23284,5.8221,10,0.5
64.3709,30.5836,2.92519,6.9711,10,0.5
74.3239,35.1848,4.03457,8.8481,10,0.5
84.4239,39.8396,2.23284,5.67377,10,0.5
94.7209,44.7329,0.959824,8.1271,10,0.5
104.722,49.5728,0.957985,8.9851,10,0.5
114.723,54.3621,0.956153,9.4691,10,0.5
124.719,59.0733,0.963523,9.4691,10,0.5
134.719,63.8092,0.963523,9.4691,10,0.5
157.258,74.3316,0.0382909,5.67377,10,0.5
158.074,74.812,0.129068,7.9481,10,0.5
164.722,77.8984,0.957985,9.6651,10,0.5
174.677,82.6421,1.04837,10.2431,10,0.5
184.521,87.2434,1.55798,8.8481,10,0.5
195.038,92.1242,0.596709,9.6651,10,0.5
204.78,96.7072,0.862175,8.6966,10,0.5
214.521,101.278,1.55798,10.2431,10,0.5
224.426,105.865,2.21309,10.4101,10,0.5
234.37,110.526,2.94241,10.4607,10,0.5
244.338,115.223,3.62506,8.22275,10,0.5
254.338,119.812,3.62506,10.4101,10,0.5
264.37,124.467,2.94238,8.8167,10,0.5
274.249,129.141,10.2186,10.0419,10,0.5
284.249,133.905,10.2183,11.8216,10,0.5
294.248,138.626,10.4315,11.8216,10,0.5
304.25,143.324,10.0138,10.0419,10,0.5
314.371,147.986,2.92519,8.8167,10,0.5
324.339,152.71,3.59896,10.2431,10,0.5
334.426,157.479,2.21307,10.4101,10,0.5
344.25,162.028,10.014,7.4565,10,0.5
354.242,166.791,11.9244,8.7345,10,0.5
364.717,171.897,0.967251,5.9076,10,0.5
374.717,176.538,0.967251,5.9076,10,0.5
384.717,181.057,0.967251,5.9076,10,0.5
457.808,215.034,0.00786066,5.9076,10,0.5
458.118,215.244,0.00927335,6.203,10,0.5
458.426,215.483,0.0113056,5.73417,10,0.5
458.735,215.702,0.0144781,7.3845,10,0.5
459.043,215.901,0.0201265,9.8465,10,0.5
459.352,216.103,0.0329991,9.5725,10,0.5
459.66,216.297,0.0915763,8.0855,10,0.5
464.521,218.618,1.55798,8.29275,10,0.5
474.522,223.493,1.55314,8.5115,10,0.5
484.519,228.148,1.56775,8.8167,10,0.5
494.37,232.755,2.94241,9.5825,10,0.5
504.425,237.425,2.22292,10.67,10,0.5
514.323,242.175,4.06735,8.2455,10,0.5
524.249,246.781,10.2186,11.8216,10,0.5
534.248,251.417,10.4315,11.8216,10,0.5
544.248,256.195,10.4315,11.8216,10,0.5
554.25,260.988,10.0138,10.6717,10,0.5
564.249,265.698,10.2186,11.6403,10,0.5
574.249,270.369,10.2183,11.8216,10,0.5
584.249,275.203,10.2185,10.6717,10,0.5
594.25,279.968,10.014,10.6717,10,0.5
604.322,300.332,4.10071,8.67929,10,0.5
614.423,305.097,2.24285,10.524,10,0.5
624.369,309.755,2.9598,8.3845,10,0.5
634.518,314.673,1.57268,8.4757,10,0.5
662.343,327.654,0.0275589,8.8167,10,0.5
663.166,328.161,0.0557667,10.8702,10,0.5
665.04,329.151,0.595288,7.416,10,0.5
674.261,333.597,8.2061,12.0109,10,0.5
684.256,338.312,8.9396,10.0419,10,0.5
