simTime,realTime,result,prediction,deltaT,payload
4.555,2.15532,3.22581,5.69788,10,0.5
14.557,6.94752,3.18471,5.69788,10,0.5
24.585,11.6731,2.7027,5.69788,10,0.5
35.735,16.8101,0.374532,4.30675,10,0.5
44.513,21.0186,4.42478,3.58675,10,0.5
54.522,25.7056,4.09836,3.58675,10,0.5
64.497,30.3916,5.15464,4.67088,10,0.5
74.48,35.1564,6.25,6.32588,10,0.5
84.538,39.907,3.62319,3.88575,10,0.5
94.698,44.8149,1.67785,5.70225,10,0.5
104.716,49.7494,1.58228,5.30838,10,0.5
114.741,54.5035,1.46628,5.15438,10,0.5
124.759,59.3077,1.39276,5.15438,10,0.5
134.77,64.1081,1.35135,5.15838,10,0.5
157.287,74.9659,0.0387988,3.88575,10,0.5
157.983,75.4071,0.139548,5.34588,10,0.5
164.912,78.855,0.976563,5.69788,10,0.5
174.78,83.628,1.31579,6.14113,10,0.5
184.688,88.4865,1.73611,6.32588,10,0.5
195.041,93.5257,0.780031,5.69788,10,0.5
204.826,98.1583,1.17371,5.69788,10,0.5
214.687,102.817,1.74216,6.14113,10,0.5
224.615,107.548,2.32558,6.60513,10,0.5
234.53,112.257,3.84615,9.0442,10,0.5
244.51,116.953,4.54545,9.572,10,0.5
254.517,121.694,4.2735,6.62013,10,0.5
264.543,126.387,3.4965,9.5432,10,0.5
274.445,130.952,11.1111,7.179,10,0.5
284.445,135.572,11.1111,10.9216,10,0.5
294.445,140.29,11.1111,10.9216,10,0.5
304.446,144.893,10.8696,7.179,10,0.5
314.562,149.534,3.08642,9.5432,10,0.5
324.534,154.018,3.73134,6.14113,10,0.5
334.621,158.893,2.26244,6.02513,10,0.5
344.445,163.484,11.1111,9.576,10,0.5
354.444,168.223,11.3636,9.864,10,0.5
364.744,173.19,1.45349,4.67075,10,0.5
374.756,177.918,1.40449,4.67075,10,0.5
384.756,182.609,1.40449,4.67075,10,0.5
457.854,216.862,0.00787972,4.33075,10,0.5
458.186,217.079,0.0092961,6.509,10,0.5
458.462,217.261,0.0113476,5.82325,10,0.5
458.79,217.472,0.0145391,5.68938,10,0.5
459.113,217.682,0.0202323,7.05213,10,0.5
459.408,217.872,0.0333156,8.3862,10,0.5
459.732,218.103,0.0937734,9.2652,10,0.5
464.686,220.524,1.74825,10.0192,10,0.5
474.704,225.26,1.64474,9.572,10,0.5
484.722,230.113,1.5528,9.5432,10,0.5
494.533,234.792,3.7594,8.4018,10,0.5
504.577,239.648,2.82486,9.3048,10,0.5
514.507,244.396,4.6729,9.099,10,0.5
524.445,249.172,11.1111,10.9216,10,0.5
534.445,253.865,11.1111,10.9216,10,0.5
544.446,258.566,10.8696,10.9216,10,0.5
554.446,263.435,10.8696,12.1306,10,0.5
564.446,268.094,10.8696,11.0666,10,0.5
574.445,272.81,11.1111,10.9216,10,0.5
584.446,277.501,10.8696,11.8286,10,0.5
594.446,282.134,10.8696,12.1306,10,0.5
604.486,302.449,5.81395,10.187,10,0.5
614.538,307.084,3.62319,9.3048,10,0.5
624.512,311.696,4.46429,8.805,10,0.5
634.591,316.48,2.6178,9.3288,10,0.5
662.242,329.858,0.0280238,9.5432,10,0.5
663.04,330.353,0.0578704,9.4038,10,0.5
665.098,331.454,0.716332,9.12183,10,0.5
674.459,335.989,8.47458,9.1866,10,0.5
684.454,340.797,9.25926,7.9446,10,0.5
