simTime,realTime,result,prediction,deltaT,payload
6.2,0.001791,7.9054,9.63139,10,0.5
127.2,0.018334,19.7447,18.6755,121,6.05
248.2,0.034027,23.5258,23.2939,121,6.05
300.2,0.038624,24.868,24.5291,52,2.6
329.2,0.041272,18.7164,18.957,29,1.45
344.2,0.043216,10.4369,13.7748,15,0.75
363.2,0.04528,6.43048,13.4278,19,0.95
484.2,0.059194,26.3608,22.2964,121,6.05
539.2,0.066621,24.6252,24.7615,55,2.75
549.2,0.067671,7.57462,9.03798,10,0.5
594.2,0.072633,20.4698,23.9697,45,2.25
682.2,15.5287,23.6133,23.0307,88,4.4
