simTime,realTime,result,prediction,deltaT,payload
12.9,0.002308,15.4929,10.7467,121,6.05
76.9,0.010213,12.0044,13.2922,64,3.2
89.9,0.011996,15.9738,8.59546,13,0.65
100.9,0.01334,10.8654,7.57141,11,0.55
117.9,0.015205,6.68538,11.7681,17,0.85
127.9,0.016368,8.18816,8.83271,10,0.5
137.9,0.017975,10.2483,8.151,10,0.5
147.9,0.01927,3.14236,7.2585,10,0.5
196.9,0.024757,13.3699,11.563,49,2.45
207.9,0.026659,14.4317,9.06147,11,0.55
219.9,0.028391,7.30227,8.59322,12,0.6
248.9,0.031477,13.7039,12.5775,29,1.45
258.9,0.033192,5.72271,7.36335,10,0.5
276.9,0.037634,10.9228,12.2595,18,0.9
288.9,0.039105,9.44254,9.45388,12,0.6
299.9,0.040325,4.94744,9.87749,11,0.55
379.9,0.05445,7.65201,12.5056,80,4
394.9,0.056262,18.6398,9.8268,15,0.75
405.9,0.057518,4.41137,7.79537,11,0.55
526.9,0.077758,13.0866,15.8431,121,6.05
550.9,0.082689,10.9921,9.59746,24,1.2
564.9,0.084988,17.3554,7.88332,14,0.7
612.9,0.092131,12.303,12.6648,48,2.4
680.9,0.102589,10.6575,14.0155,68,3.4
696.9,0.104699,13.8759,12.4272,16,0.8
706.9,0.105975,3.86305,9.07199,10,0.5
716.9,0.107264,4.90122,8.71063,10,0.5
733.9,0.109515,16.742,12.2047,17,0.85
744.9,0.110753,20.0261,9.66525,11,0.55
784.9,0.117323,7.14878,9.07118,40,2
794.9,0.118843,9.6914,7.81437,10,0.5
