simTime,realTime,result,prediction,deltaT,payload
76.1,0.010051,26.1814,16.1969,91,4.55
87.1,0.011701,11.3644,6.73515,11,0.55
98.1,0.013092,3.41562,7.11547,11,0.55
121.1,0.015608,8.22381,11.1434,23,1.15
131.1,0.017853,8.95611,9.11521,10,0.5
197.1,0.02635,12.9259,13.123,66,3.3
209.1,0.027628,8.69401,8.69717,12,0.6
224.1,0.029316,3.95924,10.2115,15,0.75
245.1,0.031804,12.7516,12.4724,21,1.05
255.1,0.03297,4.82297,7.28533,10,0.5
275.1,0.036287,20.1513,13.1796,20,1
286.1,0.037549,5.92698,9.39001,11,0.55
298.1,0.039173,8.67431,9.29592,12,0.6
321.1,0.041694,10.834,11.2809,23,1.15
378.1,0.05091,11.222,11.849,57,2.85
388.1,0.052644,3.20631,7.71302,10,0.5
398.1,0.053923,12.6335,8.25755,10,0.5
409.1,0.056056,14.0709,7.79537,11,0.55
428.1,0.060904,12.5195,8.69017,19,0.95
535.1,0.079731,14.1528,14.6832,107,5.35
547.1,0.081669,15.161,7.96321,12,0.6
561.1,0.083704,1.51375,5.54717,14,0.7
592.1,0.088769,11.1919,11.555,31,1.55
621.1,0.092145,14.8261,10.8704,29,1.45
679.1,0.099644,15.7364,14.4181,58,2.9
696.1,0.102258,12.6137,12.4272,17,0.85
706.1,0.103782,14.5821,11.249,10,0.5
725.1,0.106041,12.7494,12.2047,19,0.95
735.1,0.107358,0.716162,7.53662,10,0.5
747.1,0.10868,0,9.83587,12,0.6
785.1,0.114789,3.4627,9.07118,38,1.9
795.1,0.116128,3.51633,7.81437,10,0.5
