simTime,realTime,result,prediction,deltaT,payload
3.8,0.000862,10.546,7.80916,10,0.5
20.8,0.00368,4.80849,8.00545,17,0.85
141.8,0.018374,9.7108,12.4339,121,6.05
262.8,0.033731,4.29294,8.54822,121,6.05
322.8,0.039829,17.8029,12.006,60,3
333.8,0.041261,8.76127,7.16931,11,0.55
347.8,0.043363,10.0748,7.50936,14,0.7
360.8,0.044972,9.30684,7.391,13,0.65
461.8,0.056383,12.4046,13.7831,101,5.05
544.8,0.068186,17.9844,15.2877,83,4.15
588.8,0.073007,14.2689,10.9717,44,2.2
678.8,16.3688,20.0575,14.6015,90,4.5
