simTime,realTime,result,prediction,deltaT,payload
6.2,0.001167,2.96525,7.88589,11,0.55
127.2,0.016887,9.63243,13.5321,121,6.05
248.2,0.030165,26.3333,19.6941,121,6.05
329.2,0.037402,21.3323,12.5305,81,4.05
339.2,0.038621,3.395,7.70116,10,0.5
350.2,0.039797,9.16411,7.45375,11,0.55
361.2,0.041009,11.8823,7.391,11,0.55
482.2,0.056778,11.9605,16.1077,121,6.05
541.2,0.062836,14.9318,15.3801,59,2.95
554.2,0.064059,6.22921,9.29812,13,0.65
590.2,0.067472,18.58,10.9717,36,1.8
682.2,16.0382,11.9115,14.5922,92,4.6
