simTime,realTime,result,prediction,deltaT,payload
79.4,0.009285,24.8414,15.2905,104,5.2
89.4,0.010175,0.111023,8.42537,10,0.5
100.4,0.011109,9.00286,7.57141,11,0.55
117.4,0.012628,9.86111,11.7681,17,0.85
127.4,0.01388,7.17797,8.83271,10,0.5
138.4,0.015309,6.6322,8.64249,11,0.55
196.4,0.021546,10.6616,14.1557,58,2.9
206.4,0.022931,6.56871,8.3766,10,0.5
220.4,0.024968,11.0737,8.45933,14,0.7
248.4,0.028849,9.20455,12.488,28,1.4
258.4,0.030684,14.298,8.77724,10,0.5
270.4,0.033284,0.690755,8.75963,12,0.6
280.4,0.034767,4.65406,9.5071,10,0.5
290.4,0.035666,5.06382,9.45388,10,0.5
385.4,0.048189,16.8695,15.7478,95,4.75
396.4,0.049238,8.85091,7.14841,11,0.55
517.4,0.07146,17.8525,16.513,121,6.05
546.4,0.076647,7.77315,10.0043,29,1.45
581.4,0.082912,3.78226,11.5805,35,1.75
694.4,0.098442,19.8354,16.735,113,5.65
704.4,0.099806,12.8513,11.249,10,0.5
715.4,0.101784,10.942,7.5802,11,0.55
725.4,0.103667,11.009,9.12622,10,0.5
740.4,0.106342,13.2035,13.0956,15,0.75
781.4,0.113257,7.95831,8.91751,41,2.05
791.4,0.115033,13.6105,8.63796,10,0.5
