simTime,realTime,result,prediction,deltaT,payload
5.2,0.001275,11.269,9.63139,10,0.5
126.2,0.01983,21.541,19.6049,121,6.05
247.2,0.035029,23.3333,23.2939,121,6.05
299.2,0.040811,24.7733,24.5291,52,2.6
322.2,0.043718,18.0029,16.963,23,1.15
332.2,0.044916,6.13942,8.67273,10,0.5
350.2,0.04711,14.8144,14.3899,18,0.9
471.2,0.062416,29.3908,25.4931,121,6.05
545.2,0.070348,32.7547,28.8482,74,3.7
571.2,0.073891,20.935,18.0034,26,1.3
585.2,0.07558,8.23771,10.6554,14,0.7
595.2,15.3555,11.371,8.83273,10,0.5
673.2,15.367,25.7994,26.447,78,3.9
