simTime,realTime,result,prediction,deltaT,payload
77,0.008922,16.0353,15.3577,99,4.95
91,0.010316,12.8691,10.5287,14,0.7
101,0.011249,6.63136,7.40132,10,0.5
119,0.012833,8.10522,11.2953,18,0.9
132,0.014247,6.22629,9.04507,13,0.65
197,0.021426,7.62213,13.123,65,3.25
207,0.0233,6.40311,8.87538,10,0.5
224,0.025224,8.39848,10.2115,17,0.85
245,0.027288,12.4534,12.4724,21,1.05
255,0.028327,8.53444,7.28533,10,0.5
265,0.030162,0,8.52715,10,0.5
275,0.031364,15.2601,9.77716,10,0.5
285,0.032273,15.7919,8.69886,10,0.5
295,0.033326,12.8924,7.97684,10,0.5
306,0.035195,10.3482,9.25505,11,0.55
382,0.047768,8.71575,12.7003,76,3.8
394,0.048995,3.87851,7.79537,12,0.6
407,0.05037,4.50137,6.99737,13,0.65
428,0.055381,7.85575,8.69017,21,1.05
549,0.073264,15.101,17.1551,121,6.05
612,0.082234,10.4482,15.1263,63,3.15
696,0.092523,8.61859,15.6102,84,4.2
706,0.093518,5.09456,11.249,10,0.5
717,0.094619,6.03431,8.71063,11,0.55
727,0.095684,7.92275,8.24322,10,0.5
739,0.097027,9.19206,9.47027,12,0.6
753,0.098705,8.63528,9.09071,14,0.7
783,0.103348,0,9.07118,30,1.5
794,0.10482,8.10012,8.63796,11,0.55
