simTime,realTime,result,prediction,deltaT,payload
118.9,0.014998,22.9964,17.9599,121,6.05
211.9,0.025926,20.1745,16.105,93,4.65
244.9,0.029101,8.66276,10.5368,33,1.65
298.9,0.034159,15.2001,11.106,54,2.7
332.9,0.037509,9.41509,9.67866,34,1.7
343.9,0.039163,0,6.94347,11,0.55
364.9,0.041512,6.05206,7.27958,21,1.05
485.9,0.054449,20.5461,14.4334,121,6.05
526.9,0.058227,10.6201,9.88799,41,2.05
537.9,0.059284,5.66801,8.59822,11,0.55
547.9,0.060193,11.493,7.86549,10,0.5
557.9,0.061137,5.95025,10.5188,10,0.5
583.9,0.064382,4.89344,7.59731,26,1.3
597.9,15.3688,12.1858,8.89183,14,0.7
676.9,15.3795,6.31034,13.7868,79,3.95
