simTime,realTime,result,prediction,deltaT,payload
78.8,0.009001,23.6615,27.3315,95,4.75
89.8,0.010007,7.6353,9.06345,11,0.55
100.8,0.010941,13.1933,11.4646,11,0.55
120.8,0.012685,13.3418,16.9958,20,1
132.8,0.014161,15.6082,11.5026,12,0.6
196.8,0.020356,25.4245,26.6466,64,3.2
208.8,0.021559,10.9842,11.3423,12,0.6
222.8,0.022926,10.6394,14.0711,14,0.7
246.8,0.025075,14.5317,16.3039,24,1.2
256.8,0.026158,13.5595,11.0114,10,0.5
269.8,0.028053,14.0482,13.6758,13,0.65
280.8,0.029128,9.62295,9.9613,11,0.55
290.8,0.029976,16.1186,11.0493,10,0.5
383.8,0.044414,29.6557,27.6916,93,4.65
393.8,0.045397,15.1188,10.7689,10,0.5
405.8,0.046432,4.05788,10.6972,12,0.6
421.8,0.051902,12.203,14.0064,16,0.8
504.8,0.064721,26.0251,26.7957,83,4.15
526.8,0.068571,17.5578,15.9616,22,1.1
551.8,0.071609,16.1889,17.3225,25,1.25
578.8,0.077373,14.1459,18.0448,27,1.35
599.8,0.07975,17.2098,16.0249,21,1.05
609.8,0.081102,12.7616,9.09469,10,0.5
696.8,0.091009,20.7448,29.3858,87,4.35
706.8,0.092177,10.1166,10.1751,10,0.5
731.8,0.095271,15.9871,18.1206,25,1.25
744.8,0.096738,12.014,13.9262,13,0.65
782.8,0.103107,21.3978,19.1843,38,1.9
793.8,0.104705,10.65,10.4223,11,0.55
