key,rsrp,rsrq,sinr,cqi,ta,velocity,f,cellId
-225:211,-81.00,-5.07,30.36,12.36,1.57,21.24,1815,27771908
-224:212,-82.75,-5.62,28.62,12.75,2.00,21.82,1815,27771908
-224:213,-84.67,-5.17,29.83,13.42,1.00,21.60,1815,27771908
-223:214,-85.46,-5.69,26.38,11.38,2.23,22.74,1815,27771908
-222:215,-86.80,-5.80,25.20,14.40,1.00,22.66,1815,27771908
-222:216,-86.92,-5.67,24.83,14.00,1.67,22.20,1815,27771908
-221:216,-87.50,-6.00,32.50,14.00,1.00,23.46,1815,27771908
-221:217,-87.46,-5.69,25.00,13.69,1.62,22.37,1815,27771908
-220:218,-87.00,-5.83,25.00,12.33,1.67,22.89,1815,27771908
-219:219,-86.50,-5.83,27.67,14.83,1.00,22.75,1815,27771908
-218:220,-84.00,-5.33,21.33,13.33,2.33,23.83,1815,27771908
-218:221,-85.11,-5.56,24.78,13.56,1.00,22.85,1815,27771908
-217:222,-83.67,-6.44,23.67,12.89,1.89,23.28,1815,27771908
-216:222,-83.40,-6.60,21.30,13.30,1.80,23.26,1815,27771908
-215:223,-83.17,-6.08,21.75,14.25,1.67,23.52,1815,27771908
-214:224,-82.80,-5.60,18.40,12.30,1.80,23.43,1815,27771908
-213:225,-82.30,-5.30,18.40,12.10,1.80,23.42,1815,27771908
-212:225,-81.57,-5.57,18.57,12.14,2.14,23.71,1815,27771908
-212:226,-85.17,-6.50,16.33,10.33,1.00,23.65,1815,27771908
-211:226,-85.92,-7.77,13.31,9.77,1.62,23.06,1815,27771908
-210:227,-82.91,-8.18,12.09,9.18,2.45,23.34,1815,27771908
-209:227,-82.80,-7.70,11.00,7.80,1.80,23.25,1815,27771909
-208:228,-81.00,-6.56,14.56,9.56,1.00,23.01,1815,27771909
-207:228,-82.50,-7.00,17.75,11.75,1.00,22.87,1815,27771909
-206:228,-77.40,-6.60,19.40,12.60,1.00,22.82,1815,27771909
-206:229,-78.00,-5.80,25.00,11.60,1.00,22.42,1815,27771909
-205:229,-72.42,-5.58,28.33,13.08,1.00,22.33,1815,27771909
-204:229,-72.09,-5.18,28.00,12.91,1.00,22.09,1815,27771909
-203:230,-77.00,-5.67,25.62,12.81,1.00,19.92,1815,27771909
-202:230,-74.85,-5.40,28.95,11.90,1.00,19.01,1815,27771909
-201:231,-68.38,-4.77,30.54,14.00,1.00,17.56,1815,27771909
-200:231,-67.59,-5.24,30.29,13.41,1.00,15.62,1815,27771909
-199:231,-70.75,-5.25,31.00,14.25,1.00,14.73,1815,27771909
-199:232,-72.08,-5.23,30.00,13.46,1.00,13.95,1815,27771909
-198:232,-74.23,-5.23,29.08,13.23,1.00,13.40,1815,27771909
-198:233,-75.89,-5.28,26.28,13.22,1.00,12.83,1815,27771909
-198:234,-79.22,-5.50,25.33,14.28,1.00,13.13,1815,27771909
-199:235,-76.18,-6.18,22.55,12.59,1.00,13.29,1815,27771909
-200:236,-71.78,-5.89,25.89,13.67,1.00,13.15,1815,27771909
-200:235,-69.64,-6.00,24.64,13.73,1.00,13.33,1815,27771909
-201:235,-68.76,-5.29,25.41,13.29,1.00,13.57,1815,27771909
-202:235,-71.29,-5.64,21.57,11.29,1.00,13.86,1815,27771909
-202:234,-76.65,-6.24,23.12,12.35,1.00,14.32,1815,27771909
-202:233,-78.56,-6.69,23.81,12.12,1.00,15.15,1815,27771909
-202:232,-81.82,-6.09,26.55,12.82,1.00,16.51,1815,27771909
-202:231,-74.36,-6.36,25.55,11.82,1.00,17.88,1815,27771909
-203:229,-86.36,-5.91,23.36,13.00,1.00,19.52,1815,27771909
-203:228,-85.78,-6.11,23.11,13.11,1.00,20.80,1815,27771909
-203:227,-82.12,-5.88,24.88,13.00,1.00,22.45,1815,27771909
-203:226,-72.92,-5.46,28.15,13.23,1.00,22.96,1815,27771909
-203:225,-67.67,-5.75,29.50,13.42,1.00,23.42,1815,27771909
-203:224,-68.90,-5.50,30.60,13.90,1.00,23.70,1815,27771909
-203:223,-73.00,-5.11,29.33,14.33,1.00,23.68,1815,27771909
-203:222,-76.55,-5.18,27.82,13.82,1.00,23.91,1815,27771909
-203:221,-78.20,-5.20,27.40,13.60,1.00,24.31,1815,27771909
-203:220,-81.70,-5.40,24.60,13.50,1.00,24.56,1815,27771909
-203:219,-84.75,-5.75,24.42,13.25,1.00,24.59,1815,27771909
-203:218,-87.00,-6.30,22.60,12.50,1.00,25.14,1815,27771909
-203:217,-88.11,-6.56,22.67,12.11,1.44,24.83,1815,27771909
-203:216,-90.25,-5.75,19.25,10.88,1.00,24.86,1815,27771909
-203:215,-90.38,-6.12,17.25,11.25,1.00,25.38,1815,27771909
-203:214,-89.00,-6.09,18.45,12.55,1.36,25.88,1815,27771909
-203:213,-88.40,-6.00,18.20,11.60,1.40,26.32,1815,27771909
-203:212,-89.25,-6.00,20.00,11.00,1.00,25.45,1815,27771909
-204:211,-87.11,-6.11,18.56,11.44,1.44,26.07,1815,27771909
-204:210,-87.50,-6.50,16.80,11.70,1.40,26.94,1815,27771909
-204:209,-88.67,-6.22,17.67,10.78,1.00,26.56,1815,27771909
-204:208,-87.27,-6.73,18.27,10.91,1.73,27.37,1815,27771909
-204:207,-88.80,-6.70,17.80,11.70,1.40,26.98,1815,27771909
-204:206,-89.89,-6.89,14.33,12.78,1.44,26.16,1815,27771909
-205:205,-86.00,-6.67,18.33,14.00,1.00,26.10,1815,27771909
-205:203,-86.44,-7.33,14.11,12.89,1.44,27.50,1815,27771909
-205:202,-86.20,-7.90,14.60,13.30,1.80,27.18,1815,27771909
-205:201,-89.18,-7.91,14.45,11.64,1.36,26.94,1815,27771909
-205:200,-95.89,-7.89,11.44,10.11,1.00,26.88,1815,27771909
-206:199,-100.75,-9.00,6.62,8.12,3.25,26.59,1815,27771909
-206:198,-103.56,-10.00,4.67,6.89,4.44,27.63,1815,30422273
-206:197,-102.20,-10.10,1.50,6.60,7.80,27.87,1815,30422273
-206:196,-99.78,-9.67,1.11,7.67,10.11,28.25,1815,30422273
-207:195,-96.00,-6.00,7.00,15.00,10.00,31.03,1815,30422273
-207:192,-103.89,-8.33,7.33,10.89,9.00,28.55,1815,30422273
-207:191,-106.33,-7.67,10.00,10.22,10.00,29.15,1815,30422273
-208:190,-108.00,-11.00,10.00,10.00,10.00,31.33,1815,30422273
-208:188,-108.44,-8.89,3.78,9.44,10.00,29.14,1815,30422273
-208:187,-108.86,-10.00,3.14,9.14,10.00,29.21,1815,30422273
-208:186,-108.33,-10.00,1.44,8.89,10.00,30.07,1815,30422273
-209:185,-109.80,-11.60,-1.00,8.00,10.00,30.16,1815,30422273
-209:184,-110.25,-13.12,-1.38,7.88,10.00,30.93,1815,30422273
-209:182,-107.57,-9.29,0.57,10.14,10.00,30.92,1815,30422273
-209:181,-107.44,-9.33,2.89,9.00,11.89,29.98,1815,30422273
-201:96,-77.29,-6.29,13.86,9.71,10.00,33.35,954,33527561
-201:95,-78.57,-6.86,8.71,7.71,7.29,33.54,954,33527561
-200:94,-76.00,-5.40,17.00,11.40,0.80,33.72,954,33527561
-200:92,-77.20,-6.20,18.80,12.80,0.80,33.91,954,33527561
-199:91,-81.86,-5.86,12.86,13.00,0.86,34.87,954,33527561
-199:90,-81.40,-5.80,13.60,13.40,1.00,34.18,954,33527561
-198:88,-76.50,-6.00,14.12,12.50,1.00,33.87,954,33527561
-197:87,-80.57,-6.29,9.43,10.57,1.00,34.92,954,33527561
-197:86,-76.57,-6.43,16.14,13.57,0.86,33.86,954,33527561
-196:85,-79.75,-6.50,13.75,12.38,1.00,34.30,954,33527561
-195:83,-79.38,-6.50,11.75,13.50,1.00,34.34,954,33527561
-194:82,-79.50,-6.62,12.50,13.12,1.00,34.16,954,33527561
-194:81,-81.88,-6.62,11.50,11.75,1.00,34.80,954,33527561
-193:80,-81.67,-6.11,12.11,11.11,1.00,34.31,954,33527561
-192:79,-81.44,-6.11,12.89,11.22,1.00,34.23,954,33527561
-191:78,-78.75,-6.25,14.50,12.75,0.75,34.24,954,33527561
-190:77,-75.00,-7.00,24.00,15.00,0.00,34.14,954,33527561
-189:76,-69.00,-6.00,27.00,15.00,0.00,34.18,954,33527561
-189:75,-71.78,-5.67,25.22,13.11,1.00,34.30,954,33527561
-188:74,-73.89,-5.89,21.56,13.11,1.00,34.31,954,33527561
-187:73,-76.71,-5.57,15.57,12.43,1.00,34.78,954,33527561
-186:72,-80.22,-5.22,11.78,13.22,1.11,34.66,954,33527561
-185:71,-81.40,-5.70,13.10,12.60,1.00,33.97,954,33527561
-184:70,-81.20,-6.40,14.10,10.90,0.90,33.20,954,33527561
-183:69,-86.67,-6.50,9.67,11.67,0.83,33.13,954,33527561
-182:68,-88.50,-7.25,7.00,8.75,0.75,30.74,954,33527561
-181:67,-87.67,-7.00,6.67,6.33,0.67,31.99,954,33527561
-179:67,-89.00,-6.50,9.00,5.50,0.50,33.26,954,33527561
-178:66,-91.33,-7.33,9.17,9.83,1.00,32.95,954,33527561
-177:65,-92.38,-8.25,7.75,10.88,0.88,34.43,954,33527561
-176:64,-92.40,-8.40,6.80,12.20,0.80,35.76,954,33527561
-175:64,-93.25,-7.88,11.00,11.12,1.00,34.52,954,33527561
-173:63,-94.29,-7.43,7.57,8.86,1.00,34.25,954,33527561
-172:63,-91.00,-7.00,10.00,7.00,0.00,34.57,954,33527561
-171:62,-95.75,-8.38,4.88,8.12,1.00,34.73,954,33527561
-170:61,-98.00,-9.80,3.80,5.40,20.40,35.35,954,33527561
-168:61,-98.80,-11.40,-1.40,4.60,46.20,35.64,954,28368651
-167:60,-97.43,-9.86,-1.86,5.29,40.14,34.72,954,28368651
-166:60,-97.71,-9.29,-0.86,5.71,40.14,34.60,954,28365063
-165:60,-99.67,-10.67,-2.33,5.33,40.17,35.33,954,28365063
-163:59,-100.50,-12.50,-1.75,5.12,43.50,34.78,954,28365063
-162:59,-99.00,-11.14,-2.43,5.00,41.14,34.73,954,28365063
-161:58,-96.14,-10.14,-1.57,5.86,42.86,34.11,954,28365063
-159:58,-93.88,-10.50,0.12,6.75,47.00,34.02,954,28365063
-158:57,-94.71,-11.00,-0.29,6.71,47.00,34.34,954,28365063
-157:57,-95.83,-11.17,-0.50,5.50,41.83,34.42,954,28365063
-155:57,-96.40,-11.00,0.20,6.20,40.60,35.15,954,28365063
-154:56,-99.14,-12.29,-1.29,5.43,38.57,34.11,954,28365063
-152:56,-91.00,-9.00,-1.50,6.00,35.00,35.07,954,28365063
-151:56,-89.00,-8.00,-1.00,6.00,50.00,35.45,954,29908742
-150:55,-89.00,-8.00,-1.00,6.00,50.00,35.26,954,29908742
-148:55,-90.00,-14.00,-2.00,4.00,26.00,35.16,954,28368651
-147:54,-90.00,-14.00,-2.00,4.00,26.00,35.17,954,28368651
-146:54,-84.00,-8.00,0.00,8.00,26.00,35.12,954,28368651
-144:53,-90.80,-10.80,-2.20,6.60,26.80,32.73,954,28368651
-133:48,-82.00,-8.25,3.75,7.75,14.50,32.92,1815,27770883
-132:47,-82.50,-8.33,3.33,9.00,15.83,33.35,1815,27770883
-130:46,-82.33,-10.33,4.22,8.22,15.89,34.03,1815,33527554
-129:45,-84.00,-8.00,4.67,8.33,21.83,34.59,1815,33527554
-128:44,-84.00,-10.50,0.67,5.00,12.50,34.59,1815,27770883
-127:44,-83.40,-8.20,3.40,6.00,8.40,35.09,1815,27770883
-126:43,-81.67,-8.00,4.00,7.33,10.78,34.68,1815,27770883
-124:42,-78.50,-7.50,12.50,9.50,8.00,33.98,1815,27770883
-123:41,-81.25,-11.50,4.00,8.00,8.50,34.34,1815,27770883
-122:40,-83.20,-9.80,4.20,8.60,8.40,34.20,1815,27770883
-121:39,-81.86,-6.43,9.43,10.57,14.71,34.82,1815,27770883
-119:37,-80.27,-7.09,13.73,10.64,10.00,35.36,1815,27770883
-118:36,-80.11,-6.67,14.11,11.78,7.89,35.37,1815,27770883
-117:35,-81.00,-7.62,12.88,10.88,8.12,35.54,1815,27770883
-116:34,-81.00,-8.00,12.40,9.70,7.60,35.31,1815,27770883
-115:33,-79.80,-8.00,15.90,10.80,7.60,35.35,1815,27770883
-113:31,-91.25,-9.75,6.75,9.00,7.88,34.74,1815,27770883
-112:30,-90.67,-8.83,6.33,8.33,7.17,34.85,1815,27770883
-111:29,-82.50,-7.50,12.17,8.17,7.17,34.71,1815,27770883
-110:28,-82.60,-9.60,8.20,8.00,7.00,34.89,1815,27770883
-110:27,-81.22,-8.44,11.78,10.11,7.22,35.41,1815,27770883
-109:26,-84.29,-9.14,13.00,11.00,6.57,34.57,1815,27770883
-108:24,-95.00,-10.25,3.75,7.50,6.75,36.67,1815,27770885
-107:23,-96.14,-10.29,2.57,6.86,5.57,34.87,1815,27770885
-106:22,-96.38,-10.00,4.00,7.12,4.00,35.01,1815,27770885
-105:21,-94.30,-9.40,5.50,8.10,4.00,34.40,1815,27770885
-104:19,-84.75,-6.50,13.25,9.50,4.00,35.75,1815,27770885
-103:18,-89.00,-6.67,11.33,10.50,4.00,34.75,1815,27770885
-102:17,-90.12,-7.62,9.12,8.88,4.00,34.20,1815,27770885
-101:16,-94.62,-9.75,10.38,7.25,4.00,34.25,1815,27770885
-99:14,-90.40,-8.00,10.20,8.20,4.00,35.33,1815,27770885
-97:11,-83.25,-7.38,16.50,10.12,4.00,34.00,1815,27770885
-96:10,-85.75,-9.00,13.38,10.75,4.00,34.39,1815,27770885
-95:9,-84.00,-7.00,11.60,11.60,4.00,34.13,1815,27770885
-95:8,-83.00,-6.67,13.67,10.67,4.00,33.77,1815,27770885
-94:7,-84.14,-7.29,9.14,9.71,4.00,33.87,1815,27770885
-93:6,-85.22,-8.00,8.00,10.44,6.33,33.08,1815,27770885
-91:5,-85.50,-9.00,7.50,9.50,20.00,35.34,1815,27771140
-90:4,-85.50,-9.00,7.50,9.50,20.00,35.47,1815,27771140
-89:2,-86.33,-8.42,9.50,10.17,16.42,32.32,1815,27771140
-88:1,-86.00,-7.00,10.75,10.88,18.88,33.13,1815,27771140
-87:0,-83.44,-6.44,19.56,11.22,18.89,33.09,1815,27771140
-86:0,-82.90,-7.30,16.50,12.80,19.00,32.37,1815,27771140
-85:-1,-82.00,-6.70,17.70,12.30,18.80,32.37,1815,27771140
-84:-2,-81.80,-6.30,20.20,11.50,18.80,31.97,1815,27771140
-83:-3,-81.36,-6.45,20.36,12.45,18.91,31.22,1815,27771140
-82:-4,-82.00,-6.44,23.33,11.11,18.67,30.76,1815,27771140
-81:-5,-81.30,-6.10,21.90,10.70,19.00,30.36,1815,27771140
-79:-7,-83.44,-6.33,20.22,11.33,19.00,30.55,1815,27771140
-78:-8,-85.00,-6.43,21.29,10.71,18.71,29.89,1815,27771140
-77:-9,-84.25,-6.25,23.00,11.25,18.75,32.57,1815,27771140
-76:-9,-84.38,-6.88,18.88,12.00,19.00,28.00,1815,27771140
-75:-10,-83.30,-6.50,22.60,11.30,18.70,28.08,1815,27771140
-74:-11,-83.91,-6.82,19.91,12.36,18.73,28.29,1815,27771140
-73:-12,-84.90,-7.30,17.40,11.80,18.70,28.09,1815,27771140
-72:-13,-86.70,-7.20,18.00,12.40,18.80,27.86,1815,27771140
-71:-13,-87.00,-7.25,18.25,11.00,19.00,26.22,1815,27771140
-70:-15,-86.83,-7.50,13.50,11.17,25.00,26.46,1815,27771140
-69:-15,-87.00,-8.00,11.75,9.92,28.00,26.99,1815,27771140
-68:-16,-86.30,-7.60,11.50,10.50,26.20,26.76,1815,27771140
-67:-17,-86.71,-7.14,14.86,11.71,24.00,25.98,1815,27771140
-66:-17,-85.14,-6.86,10.43,12.00,29.43,27.25,1815,27771140
-65:-18,-84.00,-7.30,11.90,11.50,21.30,26.13,1815,27771140
-64:-19,-84.27,-7.00,11.64,12.00,16.64,25.80,1815,27771140
-63:-19,-84.17,-6.67,16.00,13.17,19.00,26.10,1815,27771140
-63:-20,-82.33,-7.00,16.33,11.17,14.83,25.18,1815,27771140
-62:-20,-80.60,-6.10,24.00,13.00,16.40,25.58,1815,27771140
-61:-20,-78.00,-6.00,23.67,11.67,19.00,26.78,1815,27771140
-60:-21,-79.64,-6.55,22.55,12.82,16.64,25.29,1815,27771140
-59:-21,-81.00,-8.00,21.00,15.00,20.00,23.23,1815,27771140
-59:-22,-80.00,-6.70,22.40,14.10,16.50,25.34,1815,27771140
-58:-22,-79.30,-6.80,23.90,14.40,16.50,25.17,1815,27771140
-57:-23,-78.00,-7.18,24.36,13.73,16.73,24.74,1815,27771140
-56:-23,-78.09,-7.73,22.27,13.00,16.64,24.27,1815,27771140
-55:-24,-80.31,-7.92,18.46,12.46,16.23,23.31,1815,27771140
-53:-24,-84.25,-9.00,18.75,10.38,16.00,20.95,1815,27771140
-53:-25,-84.00,-9.33,16.00,11.33,19.33,19.41,1815,27771140
-52:-25,-84.81,-10.12,13.25,9.56,16.00,19.44,1815,27771140
-51:-25,-83.92,-9.50,10.42,9.00,14.08,18.59,1815,27771140
-50:-25,-80.46,-6.85,11.08,8.31,4.00,18.19,1815,27771139
-49:-25,-82.13,-6.33,14.13,10.20,4.00,18.53,1815,27771139
-48:-25,-84.29,-5.86,20.86,13.14,4.00,17.94,1815,27771139
-48:-24,-84.50,-5.75,19.88,12.00,4.00,18.77,1815,27771139
-47:-24,-79.73,-5.60,19.53,14.00,4.00,18.04,1815,27771139
-46:-23,-82.06,-5.67,21.28,12.56,4.00,16.16,1815,27771139
-45:-23,-85.25,-5.81,20.88,13.00,4.00,14.01,1815,27771139
-44:-23,-87.18,-6.09,17.45,12.09,4.00,13.66,1815,27771139
-43:-23,-91.06,-7.59,13.47,10.82,4.65,13.93,1815,27771139
-42:-23,-91.67,-7.67,12.78,9.56,4.00,13.74,1815,27771139
-42:-24,-88.58,-7.67,7.17,7.00,10.08,12.39,1815,28365058
-41:-24,-88.92,-7.96,8.04,9.32,7.68,10.34,1815,27771139
-40:-24,-87.14,-6.36,18.14,12.14,4.29,10.15,1815,27771139
-40:-23,-84.63,-5.63,20.58,13.11,4.16,11.76,1815,27771139
-39:-23,-84.38,-5.38,18.62,13.38,4.25,13.26,1815,27771139
-39:-22,-85.20,-6.15,13.85,12.15,4.20,14.59,1815,27771139
-38:-21,-85.58,-7.08,11.33,9.58,5.50,16.22,1815,27771139
-38:-20,-85.40,-6.67,12.60,9.20,5.07,17.41,1815,27771139
-37:-19,-84.00,-5.82,18.18,11.82,4.94,17.60,1815,27771139
-37:-18,-82.11,-5.33,16.56,12.56,4.89,18.02,1815,27771139
-36:-18,-82.50,-5.62,15.25,12.25,5.00,17.95,1815,27771139
-36:-17,-83.44,-6.19,14.69,11.56,5.12,17.50,1815,27771139
-36:-16,-86.00,-6.40,7.20,11.60,4.80,17.12,1815,27771139
-35:-16,-86.50,-6.83,6.75,10.67,5.17,16.61,1815,27771139
-35:-15,-85.83,-6.67,10.72,10.72,4.89,16.45,1815,27771139
-34:-14,-85.35,-5.94,15.00,13.35,4.94,15.65,1815,27771139
-34:-13,-85.20,-5.80,17.00,12.40,5.00,14.56,1815,27771139
-33:-13,-84.45,-5.64,17.55,11.64,4.91,14.53,1815,27771139
-33:-12,-82.70,-5.40,19.80,12.90,4.90,13.20,1815,27771139
-32:-12,-78.00,-6.00,25.00,14.00,6.00,14.64,1815,27771139
-32:-11,-78.80,-5.03,23.51,14.40,4.91,9.98,1815,27771139
-31:-10,-81.02,-5.32,21.23,12.68,5.17,1.59,1815,27771139
-30:-9,-86.29,-5.93,16.50,12.00,5.07,9.35,1815,27771139
-29:-9,-87.69,-6.62,13.00,9.69,4.92,10.41,1815,27771139
-29:-8,-85.82,-6.53,12.47,11.53,4.94,10.80,1815,27771139
-28:-8,-83.15,-6.65,12.95,12.15,5.00,12.14,1815,27771139
-27:-7,-86.52,-6.10,12.95,11.62,4.95,13.76,1815,27771139
-26:-6,-91.33,-6.83,10.00,10.17,5.00,14.76,1815,27771139
-25:-6,-94.00,-7.68,7.26,8.95,4.84,14.96,1815,27771139
-25:-5,-97.00,-10.00,2.00,9.00,9.00,15.63,1815,28365058
-24:-5,-95.14,-8.14,3.81,8.71,7.00,15.31,1815,28365058
-23:-4,-95.62,-7.92,7.54,8.08,8.62,15.11,1815,28365058
-22:-4,-95.50,-8.08,9.25,7.92,9.00,14.96,1815,28365058
-22:-3,-97.11,-7.44,10.78,7.89,9.00,15.13,1815,28365058
-21:-3,-97.75,-7.69,9.56,7.62,9.00,14.87,1815,28365058
-21:-2,-98.30,-8.60,7.70,7.70,9.00,14.55,1815,28365058
-20:-2,-99.35,-8.18,8.94,8.24,9.00,14.63,1815,28365058
-19:-1,-98.85,-8.50,7.25,7.85,9.00,14.22,1815,28365058
-19:0,-98.80,-8.60,5.60,7.20,9.00,13.93,1815,28365058
-18:0,-97.40,-7.80,7.84,9.92,9.00,13.63,1815,28365058
-17:0,-97.65,-7.83,7.13,7.78,9.00,10.80,1815,28365058
-17:1,-98.41,-7.65,6.47,8.00,9.41,8.17,1815,28365058
-16:1,-93.92,-7.11,4.51,6.70,12.81,8.03,1815,28365058
-15:1,-99.88,-9.12,2.00,5.62,8.88,9.21,1815,28365058
-15:0,-99.90,-8.52,4.05,7.71,8.05,10.45,1815,28365058
-14:0,-100.43,-9.00,4.91,7.26,7.91,11.68,1815,28365058
-13:0,-99.62,-10.00,2.38,5.75,9.92,12.50,1815,33519104
-12:0,-97.00,-8.88,3.24,7.12,13.35,12.78,1815,33519104
-11:-1,-95.41,-8.77,5.36,10.09,13.91,12.95,1815,33519104
-10:-1,-94.69,-7.56,4.38,8.69,15.69,13.02,1815,27771139
-9:-1,-88.00,-6.50,6.11,9.61,11.17,13.08,1815,26385409
-8:-1,-84.90,-6.05,9.90,9.45,6.05,13.27,1815,26385409
-7:-1,-84.12,-5.56,14.62,10.31,2.62,13.37,1815,26385409
-6:-1,-86.89,-5.78,17.67,11.06,2.61,13.60,1815,26385409
-5:-1,-85.45,-6.00,17.70,12.50,2.60,13.63,1815,26385409
-4:-1,-80.58,-5.42,20.21,13.95,2.63,13.26,1815,26385409
-3:-1,-81.29,-6.00,18.71,13.86,2.62,12.53,1815,26385409
-2:-1,-83.38,-7.58,14.12,12.50,2.62,10.02,1815,26385409
-1:-1,-80.83,-7.50,16.93,11.35,2.15,5.25,1815,26385409
0:-1,-69.93,-5.67,31.07,13.34,2.03,2.08,1815,26385410
0:0,-69.84,-5.57,29.12,13.29,2.12,9.32,1815,26385410
0:1,-71.33,-5.38,28.29,12.90,2.10,12.58,1815,26385410
0:2,-72.42,-5.95,26.00,13.53,2.11,13.45,1815,26385410
0:3,-71.41,-6.29,26.59,13.00,2.12,13.50,1815,26385410
0:4,-72.38,-6.38,27.56,13.25,2.12,13.03,1815,26385410
0:5,-76.04,-7.74,21.04,12.00,2.09,12.97,1815,26385410
0:6,-76.11,-8.28,18.56,8.94,1.78,13.45,1815,26385410
0:7,-73.16,-7.32,17.05,8.32,1.47,13.20,1815,26385408
0:8,-72.21,-6.16,20.00,12.00,1.26,12.86,1815,26385408
0:9,-72.53,-5.82,23.18,12.41,1.29,12.81,1815,26385408
0:10,-74.05,-5.81,20.52,12.19,1.29,13.14,1815,26385408
0:11,-74.33,-5.50,21.67,12.44,1.33,13.28,1815,26385408
0:12,-73.95,-5.21,21.21,12.21,1.32,13.20,1815,26385408
0:13,-72.67,-5.28,23.50,12.61,1.33,13.32,1815,26385408
1:13,-73.50,-5.50,26.00,11.50,1.00,12.87,1815,26385408
1:14,-73.95,-5.32,22.16,13.11,1.32,13.19,1815,26385408
1:15,-75.68,-5.11,23.16,12.63,1.26,12.96,1815,26385408
1:16,-76.55,-4.95,21.80,12.45,1.25,13.17,1815,26385408
1:17,-76.81,-5.57,22.43,12.48,1.29,13.60,1815,26385408
2:18,-77.40,-5.90,20.90,14.20,1.40,14.12,1815,26385408
2:19,-77.41,-5.65,23.47,11.82,1.24,14.07,1815,26385408
2:20,-76.10,-5.00,25.35,12.75,1.30,14.17,1815,26385408
2:21,-77.89,-5.16,24.53,11.68,1.32,13.91,1815,26385408
2:22,-80.33,-5.44,21.61,12.11,1.28,13.24,1815,26385408
3:23,-81.94,-5.59,19.94,10.18,1.29,12.78,1815,26385408
3:24,-84.92,-5.83,21.67,11.08,1.33,12.86,1815,26385408
3:25,-86.50,-5.50,16.00,5.75,1.25,12.54,1815,26385408
3:26,-85.00,-7.00,20.00,14.00,1.00,12.36,1815,26385408
-174:237,-98.14,-9.43,10.57,9.29,6.29,6.48,1815,28371201
-181:237,-110.00,-10.00,1.00,6.00,6.00,14.27,1815,28371201
-185:236,-77.00,-20.00,3.00,10.00,10.00,13.39,870,27771906
-186:236,-103.91,-10.64,0.91,7.45,9.09,13.68,870,27771906
-187:236,-100.77,-9.92,3.69,8.77,9.23,13.72,870,27771906
-188:236,-93.00,-13.00,13.00,14.00,10.00,13.97,870,27771906
-191:237,-95.80,-14.60,1.00,7.80,9.40,14.45,870,27771906
-193:240,-98.00,-10.33,2.33,7.67,9.33,14.68,870,27771906
-204:243,-76.00,-5.00,29.00,12.00,6.00,14.52,870,27771904
-206:243,-88.50,-5.83,20.83,11.50,6.00,14.75,870,27771904
-219:227,-69.25,-5.50,30.75,14.50,1.00,14.88,954,27771905
-224:219,-89.50,-9.00,16.00,10.00,1.00,15.06,954,27771905
-230:208,-103.60,-13.60,-3.20,5.20,4.20,13.73,954,27771905
-231:205,-100.33,-10.83,-2.67,6.50,5.00,9.55,954,27771905
-228:208,-78.00,-9.00,7.00,7.00,9.00,18.22,954,27771905
-227:209,-77.67,-5.50,26.33,14.33,2.33,18.87,954,27771905
-225:212,-81.17,-5.50,28.17,13.83,2.33,21.29,954,27771905
-223:215,-86.38,-6.12,26.12,13.50,2.00,22.65,954,27771905
-222:217,-83.00,-10.00,12.00,7.00,9.00,23.51,954,27771905
-220:219,-85.80,-5.80,21.40,13.20,2.60,22.76,954,27771905
-219:220,-85.22,-5.56,22.22,13.78,1.89,22.87,954,27771905
-215:224,-80.20,-7.00,13.60,12.80,4.20,24.06,954,27771905
-201:230,-64.33,-4.67,28.67,13.33,1.00,18.66,870,27771906
-202:229,-60.00,-9.00,18.00,12.00,1.00,19.97,870,27771906
-202:228,-75.00,-5.00,27.00,10.00,1.00,19.97,870,27771906
-204:212,-86.67,-6.00,16.67,11.33,1.67,27.27,870,27771906
-206:195,-99.75,-8.00,3.25,9.50,8.88,27.99,870,27771906
-207:193,-104.67,-8.44,5.67,10.00,9.00,28.60,870,27771906
-207:190,-109.00,-8.71,7.71,8.71,10.00,28.84,1815,30422273
-208:189,-109.00,-9.00,4.40,8.10,10.00,29.25,1815,30422273
-208:185,-109.67,-13.33,-0.67,7.33,10.00,29.43,1815,30422273
-209:183,-108.62,-10.62,1.50,9.50,10.00,30.15,1815,30422273
-198:89,-77.89,-6.00,12.22,11.67,1.11,34.64,954,33527561
-195:84,-64.00,-5.00,26.00,15.00,1.00,31.53,954,33527561
-193:81,-77.50,-5.50,14.50,13.50,1.00,34.60,954,33527561
-190:76,-73.82,-5.27,19.73,13.18,1.09,33.69,954,33527561
-180:67,-90.25,-7.75,6.75,9.62,1.12,35.14,954,33527561
-179:66,-91.14,-8.43,5.14,9.29,1.14,34.57,954,33527561
-174:63,-93.80,-7.80,10.60,8.40,1.20,34.93,954,33527561
-170:62,-99.00,-10.80,2.80,6.00,10.80,35.19,954,33527561
-165:59,-100.00,-11.67,0.67,5.33,39.67,33.44,954,28365063
-164:59,-100.14,-10.71,-0.86,5.57,39.57,34.27,954,28365063
-160:58,-96.12,-11.12,-0.75,6.25,46.12,33.92,954,28365063
-145:53,-91.00,-11.00,-1.33,6.33,31.00,31.91,954,28368651
-143:53,-88.50,-12.50,-4.50,7.00,24.00,30.89,1815,29568770
