key,rsrp,rsrq,sinr,cqi,ta,velocity,f,cellId
-142:52,-91.80,-11.60,-2.80,6.40,16.20,31.99,1815,33527554
-141:52,-91.75,-12.00,-3.00,6.50,17.00,32.13,1815,33527554
-139:51,-93.50,-11.50,1.00,9.50,20.00,31.29,1815,33527554
-138:51,-95.50,-12.00,-1.00,8.00,21.00,32.68,1815,33527554
-137:50,-87.50,-9.17,0.83,7.50,20.17,32.60,1815,33527554
-136:49,-84.57,-8.14,1.57,7.29,20.57,32.57,1815,33527554
-134:48,-86.80,-9.40,1.80,7.20,17.20,32.17,1815,27770883
-133:47,-85.50,-9.75,2.25,6.75,14.25,33.53,1815,27770883
-127:43,-83.00,-9.67,0.33,7.00,9.67,34.06,1815,27770883
-125:42,-80.25,-8.12,7.00,9.50,14.00,34.45,1815,27770883
-120:38,-81.88,-6.62,10.38,10.50,11.25,35.12,1815,27770883
-113:30,-87.60,-7.00,11.40,9.00,9.00,35.42,1815,29563905
-112:29,-91.00,-9.25,5.25,6.25,9.25,36.46,1815,29563905
-111:28,-85.60,-8.80,8.80,5.80,6.80,35.66,1815,27770883
-108:25,-89.33,-10.67,9.83,8.33,6.33,33.66,1815,27770883
-107:24,-96.50,-11.33,5.17,5.83,5.00,33.42,1815,27770883
-104:20,-80.67,-7.33,16.67,12.67,4.00,33.28,1815,27770885
-103:19,-83.71,-7.43,14.43,12.29,4.00,33.42,1815,27770885
-100:15,-93.80,-10.40,9.80,7.00,4.00,33.95,1815,27770885
-98:12,-86.14,-7.29,10.57,10.14,4.00,33.58,1815,27770885
-97:10,-79.67,-7.33,17.00,13.00,4.00,33.42,1815,27770885
-96:9,-83.75,-7.50,16.75,11.00,4.00,33.54,1815,27770885
-92:5,-84.40,-8.30,5.00,10.70,8.10,32.11,1815,27771140
-78:-7,-83.83,-6.33,19.50,11.33,19.00,27.29,1815,27771140
-77:-8,-84.83,-6.67,17.67,12.50,18.83,26.66,1815,27771140
-75:-11,-84.00,-7.50,10.00,13.50,20.00,30.13,1815,27771140
-71:-14,-87.00,-8.00,15.14,10.57,23.86,28.07,1815,27771140
-67:-16,-86.17,-7.50,10.83,12.50,24.67,26.57,1815,27771140
-66:-18,-84.80,-7.80,11.20,12.40,16.40,25.57,1815,27771140
-61:-21,-81.25,-6.50,22.62,13.12,16.00,25.58,1815,27771140
-56:-24,-81.00,-8.00,13.00,10.00,20.00,24.73,1815,27771140
-54:-24,-82.00,-7.89,17.56,12.33,16.11,22.26,1815,27771140
-39:-21,-86.20,-6.60,11.00,10.80,6.20,15.65,1815,27771139
-42:-18,-85.00,-5.50,15.50,10.00,4.00,8.55,1815,27771139
-32:-8,-91.00,-7.00,9.00,12.00,4.00,12.74,1815,27771139
-28:-7,-86.33,-6.00,18.33,13.00,4.67,13.34,1815,27771139
-26:-7,-88.62,-5.75,14.88,11.75,5.00,14.00,1815,27771139
-20:-1,-98.33,-7.33,11.33,7.00,9.00,14.47,1815,28365058
-35:4,-97.50,-7.00,9.00,7.00,9.00,13.11,1815,28365058
-202:246,-88.00,-6.00,23.50,11.50,6.00,11.75,1815,27771907
-210:240,-73.33,-4.67,27.67,13.33,6.00,15.01,1815,27771907
-213:235,-75.00,-5.00,23.50,15.00,6.00,15.58,1815,27771907
-216:233,-86.50,-9.00,16.75,12.00,6.00,14.73,1815,27771907
-222:225,-72.67,-5.00,31.00,14.00,1.00,14.35,1815,27771908
-226:218,-95.00,-5.00,22.00,12.50,1.00,15.20,1815,27771908
-217:221,-83.75,-6.00,24.50,14.00,1.00,22.72,1815,27771908
-216:223,-84.50,-5.50,26.50,14.50,1.00,22.37,1815,27771908
-213:224,-84.00,-5.00,20.00,10.00,1.00,22.99,1815,27771908
-210:226,-88.00,-7.00,15.00,12.00,1.00,23.14,1815,27771908
-201:236,-68.75,-5.25,27.00,12.75,1.00,12.94,1815,27771909
-205:204,-87.62,-7.00,18.25,12.38,1.00,26.64,1815,27771909
-207:194,-99.17,-6.67,5.67,10.00,10.00,26.82,1815,30422273
-210:180,-105.67,-8.33,2.67,7.67,21.33,31.14,1815,31281409
-210:178,-104.38,-8.00,1.62,7.12,27.00,31.35,1815,31281409
-210:177,-101.00,-7.33,7.67,9.33,27.00,31.41,1815,31281409
-210:176,-102.00,-7.50,9.75,9.25,27.00,29.25,1815,31281409
-211:175,-99.00,-8.00,5.00,10.00,27.00,29.95,1815,31281409
-211:174,-98.88,-7.12,10.00,9.75,27.00,31.27,1815,31281409
-211:172,-99.43,-7.43,11.71,9.57,27.00,31.31,1815,31281409
-211:171,-99.86,-7.71,9.00,8.00,27.00,31.63,1815,31281409
-211:170,-100.17,-7.00,9.00,9.00,27.00,32.30,1815,31281409
-211:169,-99.80,-6.80,10.20,10.40,27.00,31.29,1815,31281409
-212:168,-102.50,-6.00,11.00,12.00,27.00,30.87,1815,31281409
-212:166,-104.20,-8.00,10.80,8.40,27.00,31.71,1815,31281409
-212:165,-102.17,-6.50,12.67,10.00,27.00,32.95,1815,31281409
-212:164,-102.29,-7.00,10.57,9.43,27.00,33.33,1815,31281409
-212:163,-102.00,-7.33,9.83,9.00,27.00,32.46,1815,31281409
-212:162,-101.50,-7.00,11.17,10.83,27.00,33.34,1815,31281409
-212:160,-100.71,-7.14,10.00,8.71,27.00,33.33,1815,31281409
-212:159,-101.60,-7.20,8.00,8.80,27.00,32.55,1815,31281409
-212:158,-103.71,-8.00,9.43,8.00,27.00,32.93,1815,31281409
-212:157,-104.33,-8.33,6.67,6.50,27.00,33.66,1815,31281409
-212:155,-105.00,-8.71,3.86,5.86,27.00,32.70,1815,31281409
-212:154,-103.43,-9.00,3.71,6.57,27.00,32.30,1815,31281409
-212:153,-102.57,-9.00,5.43,6.43,27.00,32.39,1815,31281409
-212:152,-101.83,-9.00,5.33,6.17,27.00,32.44,1815,31281409
-212:151,-102.00,-9.00,2.60,6.80,27.00,32.78,1815,31281409
-212:150,-101.29,-8.00,1.71,6.14,26.00,33.57,1815,27771908
-212:148,-99.71,-7.00,1.71,7.86,24.14,32.55,1815,27771908
-212:147,-98.83,-6.67,10.00,10.67,19.33,32.81,1815,33527552
-212:146,-96.17,-6.67,7.00,10.50,18.17,31.81,1815,33527552
-212:145,-92.25,-6.50,12.12,11.00,17.62,32.73,1815,33527552
-212:143,-83.67,-6.17,17.17,12.17,16.67,32.72,1815,33527552
-212:142,-82.57,-5.86,20.57,11.43,16.57,32.32,1815,33527552
-212:141,-84.14,-5.57,19.86,11.43,16.57,33.33,1815,33527552
-212:139,-84.17,-4.83,20.00,12.33,16.67,32.20,1815,33527552
-212:138,-83.33,-4.67,22.33,11.17,16.33,32.44,1815,33527552
-212:137,-84.00,-4.50,23.50,12.50,16.00,31.09,1815,33527552
-211:135,-81.86,-4.86,24.71,12.29,16.57,32.63,1815,33527552
-211:134,-81.62,-4.88,26.50,13.00,16.50,33.15,1815,33527552
-211:133,-82.17,-4.67,27.33,13.17,16.00,32.49,1815,33527552
-211:131,-81.75,-5.00,27.62,12.88,16.50,33.25,1815,33527552
-211:130,-80.50,-5.00,24.25,13.50,16.00,33.62,1815,33527552
-210:129,-79.75,-4.75,26.00,13.25,16.50,33.38,1815,33527552
-210:127,-80.25,-5.12,26.88,14.00,16.50,33.58,1815,33527552
-210:126,-80.00,-5.00,27.50,13.50,16.00,32.51,1815,33527552
-210:125,-79.71,-5.00,23.86,13.57,16.57,33.49,1815,33527552
-210:123,-75.00,-5.00,26.00,12.00,16.00,33.34,1815,33527552
-209:122,-78.00,-5.29,26.57,13.71,16.29,33.58,1815,33527552
-209:121,-77.33,-5.17,26.50,13.67,16.67,33.92,1815,33527552
-209:120,-74.43,-5.14,29.86,14.71,16.57,33.61,1815,33527552
-208:118,-72.50,-4.88,29.50,14.75,16.50,33.80,1815,33527552
-208:117,-69.71,-5.14,29.43,14.86,16.57,33.70,1815,33527552
-208:116,-70.20,-5.40,30.20,14.80,16.80,33.98,1815,33527552
-207:114,-69.43,-5.00,28.71,14.29,16.57,34.08,1815,33527552
-207:113,-70.14,-5.29,28.29,14.43,16.57,33.88,1815,33527552
-207:112,-70.33,-5.50,29.33,13.83,16.33,33.77,1815,33527552
-206:110,-70.00,-5.80,29.40,14.40,16.80,33.33,1815,33527552
-206:109,-70.40,-5.20,30.00,13.80,16.80,34.56,1815,33527552
-205:108,-70.25,-5.25,30.00,14.25,16.50,34.48,1815,33527552
-205:106,-74.50,-5.17,25.67,14.17,16.67,34.54,1815,33527552
-205:105,-75.33,-4.67,22.67,14.33,16.67,33.73,1815,33527552
-204:103,-80.00,-5.17,21.00,13.83,16.33,34.01,1815,33527552
-204:102,-80.40,-5.60,18.40,13.60,16.80,34.57,1815,33527552
-203:101,-80.00,-5.88,19.88,13.38,16.50,34.78,1815,33527552
-203:99,-74.00,-5.00,26.00,13.67,16.00,34.11,1815,33527552
-202:98,-78.86,-6.00,19.71,11.86,16.57,34.64,1815,33527552
-202:97,-79.86,-6.14,14.86,10.43,14.43,34.71,1815,33527552
-201:94,-81.25,-5.50,22.25,14.25,1.25,36.00,1815,33527554
-200:93,-79.57,-5.29,20.71,13.00,1.14,35.31,1815,33527554
-192:78,-78.75,-4.75,19.00,13.00,1.00,33.74,1815,33527554
-191:77,-79.38,-5.00,18.50,12.88,1.12,35.01,1815,33527554
-181:68,-88.14,-7.14,8.57,11.14,1.14,36.03,1815,33527554
-178:65,-91.50,-8.00,15.00,9.00,1.00,36.98,1815,33527554
-169:61,-100.50,-10.25,2.75,4.75,37.50,35.94,1815,27771140
-138:50,-83.00,-11.00,1.00,6.00,11.00,31.85,1815,27770883
-135:49,-86.20,-8.20,1.80,7.40,24.00,32.21,1815,27770883
-131:46,-81.60,-9.60,4.20,10.00,13.60,33.45,1815,27770883
-124:41,-81.75,-6.50,12.00,12.00,14.00,35.18,1815,33527554
-123:40,-83.00,-6.67,11.33,11.83,15.67,35.34,1815,33527554
-114:32,-82.00,-8.40,13.80,9.80,7.00,34.24,1815,27770883
-106:23,-95.00,-11.00,4.00,6.00,4.00,32.13,1815,27770885
-105:22,-93.00,-8.00,6.00,12.00,4.00,32.12,1815,27770885
-102:16,-92.00,-7.50,11.50,12.50,4.00,34.64,1815,27770885
-101:15,-92.25,-8.75,6.50,8.75,4.00,34.35,1815,27770885
-100:14,-92.25,-9.75,8.50,9.25,4.00,33.82,1815,27770885
-99:13,-87.75,-7.75,9.00,11.00,4.00,33.66,1815,27770885
-94:8,-84.00,-7.33,8.67,9.67,4.00,33.72,1815,27770885
-93:7,-86.00,-7.00,10.00,10.00,4.00,33.05,1815,27770885
-92:6,-85.00,-6.00,10.00,13.00,4.00,34.67,1815,27770885
-91:4,-85.00,-8.75,0.00,7.38,10.25,32.27,1815,27771140
-90:3,-85.88,-8.25,1.38,8.50,10.25,32.20,1815,27771140
-80:-6,-82.71,-5.71,21.57,12.43,18.43,29.70,1815,27771140
-70:-14,-86.40,-7.80,14.20,12.40,18.60,27.37,1815,27771140
-34:-15,-85.00,-5.00,7.00,10.00,6.00,16.92,1815,27771139
-23:-5,-95.00,-8.33,3.17,7.50,7.67,15.49,1815,28365058
-12:-1,-96.50,-9.00,4.50,9.75,14.00,12.69,1815,33519104
-198:245,-106.86,-9.86,-0.14,5.57,11.00,12.13,1815,27771907
-208:240,-70.00,-4.75,31.00,15.00,6.00,15.21,1815,27771907
-229:210,-104.00,-8.17,7.00,6.50,1.00,14.44,1815,27771908
-221:218,-88.00,-5.33,27.00,8.33,1.00,20.50,1815,27771908
-214:225,-85.00,-6.00,18.00,12.00,1.00,21.59,1815,27771908
-208:227,-84.20,-7.60,17.20,10.60,1.00,22.02,1815,27771909
-204:230,-79.50,-5.50,22.00,13.50,1.00,21.45,1815,27771909
-198:235,-82.75,-5.75,29.50,14.75,1.00,13.25,1815,27771909
-204:205,-89.00,-6.20,14.60,12.20,1.00,26.32,1815,27771909
-209:180,-109.00,-11.00,2.50,7.00,10.00,26.95,1815,30422273
-210:179,-105.57,-8.71,0.43,6.71,24.57,31.53,1815,31281409
-210:175,-99.86,-7.43,10.71,9.43,27.00,31.44,1815,31281409
-211:173,-99.20,-6.60,8.80,9.40,27.00,29.92,1815,31281409
-211:168,-103.50,-7.67,11.50,9.33,27.00,32.71,1815,31281409
-211:167,-104.75,-8.75,6.50,7.25,27.00,32.14,1815,31281409
-212:156,-105.25,-8.75,5.75,7.75,27.00,32.56,1815,31281409
-212:149,-99.40,-6.60,3.80,9.20,22.20,32.02,1815,33527552
-211:136,-80.75,-4.75,26.25,12.75,16.50,32.78,1815,33527552
-211:132,-81.33,-5.33,28.00,11.33,17.33,32.23,1815,33527552
-210:128,-80.83,-5.00,26.33,14.17,16.67,33.45,1815,33527552
-209:124,-80.75,-5.00,25.50,13.00,17.00,35.70,1815,33527552
-209:123,-77.60,-5.20,25.80,14.40,16.40,32.55,1815,33527552
-205:107,-72.33,-4.50,28.83,13.83,16.33,33.90,1815,33527552
-203:100,-76.60,-5.40,26.20,14.40,16.80,34.05,1815,33527552
-199:92,-84.00,-6.00,14.00,15.00,2.00,35.28,1815,33527554
-196:84,-83.83,-6.33,8.17,12.00,1.17,34.44,1815,33527554
-183:70,-86.50,-6.50,6.50,10.50,1.50,35.27,1815,33527554
-182:69,-87.20,-7.00,9.20,10.40,1.20,37.31,1815,33527554
-176:65,-92.50,-7.25,13.00,11.50,1.25,33.82,1815,33527554
-156:57,-96.57,-10.86,-0.43,6.14,47.71,34.20,1815,27771140
-153:56,-101.50,-13.25,-0.75,5.50,40.25,34.47,1815,27771140
-151:55,-90.00,-8.00,-3.00,6.00,26.00,34.25,1815,29563905
-140:51,-96.00,-13.50,-2.00,7.50,14.00,32.38,1815,27770883
-131:47,-80.00,-11.00,4.00,11.00,10.00,33.45,1815,27770883
-109:25,-82.33,-12.33,6.33,8.00,7.67,36.09,1815,27770883
-102:18,-94.00,-8.00,10.00,11.00,4.00,35.06,1815,27770885
-82:-3,-82.00,-6.50,17.50,12.00,18.50,29.05,1815,27771140
-79:-6,-86.33,-5.33,18.67,11.00,18.67,26.32,1815,27771140
-76:-10,-84.20,-6.20,25.20,12.00,18.40,28.25,1815,27771140
-73:-11,-84.00,-5.00,19.00,15.00,19.00,24.25,1815,27771140
1:18,-78.25,-6.25,21.25,12.00,1.25,14.57,1815,26385408
2:23,-79.33,-5.33,24.33,12.67,1.33,12.89,1815,26385408
-224:214,-83.00,-5.00,29.00,15.00,1.00,23.35,1815,27771908
-212:161,-100.25,-6.75,14.00,9.75,27.00,33.66,1815,31281409
-211:138,-90.00,-5.00,16.00,15.00,18.00,35.09,1815,33527552
-211:137,-81.67,-5.00,25.00,13.33,16.67,35.41,1815,33527552
-210:130,-82.50,-5.50,26.50,14.50,17.00,35.52,1815,33527552
-206:111,-72.17,-5.83,28.00,14.17,16.33,33.75,1815,33527552
-204:105,-75.75,-5.25,26.25,14.50,16.50,34.30,1815,33527552
-204:104,-76.80,-5.60,29.00,13.40,16.40,33.88,1815,33527552
-196:86,-84.00,-6.50,9.50,10.00,1.00,36.99,1815,33527554
-172:62,-96.00,-8.00,4.00,7.00,1.00,36.22,1815,33527554
-158:58,-95.00,-9.00,3.00,7.00,48.00,36.65,1815,27771140
-114:31,-83.00,-6.33,16.00,11.67,7.33,36.99,1815,27770883
-99:12,-94.00,-8.00,3.00,5.00,4.00,35.71,1815,27770885
-98:11,-78.00,-8.00,8.00,12.00,4.00,34.88,1815,27770885
-89:1,-85.00,-8.00,6.00,11.00,18.00,32.72,1815,27771140
-88:0,-86.50,-8.00,5.50,12.00,18.00,31.09,1815,27771140
-81:-4,-81.00,-6.00,21.00,12.00,18.00,28.85,1815,27771140
-80:-5,-82.67,-6.33,23.33,11.33,18.67,27.24,1815,27771140
-64:-18,-85.50,-7.50,9.00,7.50,13.00,24.95,1815,27771140
-46:-24,-82.00,-6.00,12.00,9.00,4.00,17.70,1815,27771139
-31:-9,-78.00,-6.00,25.00,11.00,4.00,7.48,1815,27771139
-182:238,-105.50,-11.00,2.50,8.00,7.00,14.18,1815,28371201
-194:213,-89.67,-7.00,18.83,12.00,3.67,18.15,1815,27771909
-196:242,-102.50,-9.00,5.50,7.00,13.00,15.71,1815,28371201
-236:207,-88.00,-5.60,24.80,12.40,1.00,18.37,1815,27771908
-203:232,-81.33,-6.33,24.33,12.33,1.00,16.58,1815,27771909
-203:231,-80.67,-5.67,26.00,13.00,1.00,17.94,1815,27771909
-205:184,-110.00,-14.00,0.00,8.00,10.00,24.63,1815,30422273
-199:161,-101.00,-8.00,9.00,7.00,27.00,29.98,1815,31281409
-202:131,-74.00,-4.50,23.00,13.00,16.00,30.41,1815,33527552
-210:124,-80.00,-5.00,21.50,15.00,16.00,29.18,1815,33527552
-208:119,-74.67,-5.33,29.67,14.67,16.00,31.25,1815,33527552
-206:108,-70.67,-4.67,30.33,14.67,16.00,33.76,1815,33527552
-186:86,-84.75,-7.00,11.75,9.50,8.50,30.64,1815,33527554
-187:72,-78.50,-6.50,10.00,6.50,1.00,31.89,1815,33527554
-174:64,-95.00,-7.00,10.00,8.00,1.00,34.02,1815,33527554
-168:60,-98.67,-9.00,1.33,4.67,43.33,35.71,1815,28368642
-118:37,-87.00,-14.00,-6.00,1.00,6.00,32.94,1815,33527554
-117:36,-86.00,-11.00,5.50,8.00,5.50,33.46,1815,27770883
-116:35,-89.00,-11.00,4.50,5.50,5.50,33.80,1815,27770883
-109:27,-88.00,-19.00,-10.00,1.00,4.00,33.54,1815,27770883
-105:20,-81.00,-6.00,14.00,6.00,4.00,32.22,1815,27770885
-106:8,-86.67,-7.67,4.00,7.33,4.00,33.67,1815,27770885
-76:-16,-86.50,-9.00,6.00,11.50,18.00,26.14,1815,27771140
-138:-5,-87.00,-9.00,13.00,14.00,18.00,25.23,1815,27771140
-33:-5,-90.00,-9.00,-1.00,11.00,15.00,11.11,1815,28365058
-37:-20,-85.00,-7.00,6.00,6.00,6.00,18.29,1815,27771139
-42:-17,-85.25,-6.00,9.75,9.50,5.00,11.47,1815,27771139
17:0,-68.00,-6.50,26.50,13.50,2.00,6.87,1815,26385410
-1:13,-72.00,-5.00,21.00,15.00,1.00,14.67,1815,26385408
-171:245,-111.00,-12.00,0.00,5.00,7.00,13.57,1815,28371201
-205:255,-83.00,-6.33,14.67,10.67,4.33,13.22,1815,27771907
-213:237,-71.00,-5.00,35.00,13.50,6.00,15.38,1815,27771907
-219:229,-76.00,-6.00,31.00,13.00,1.00,16.64,1815,27771908
-227:216,-97.00,-6.00,28.00,14.00,1.00,17.25,1815,27771908
-212:167,-103.00,-6.00,21.50,11.00,27.00,33.99,1815,31281409
-212:144,-88.00,-6.00,15.00,9.75,16.00,32.89,1815,33527552
-212:140,-84.75,-6.00,19.25,12.50,16.00,32.61,1815,33527552
-211:129,-81.00,-4.00,27.00,13.00,16.00,26.16,1815,33527552
-185:70,-82.00,-5.00,9.00,9.50,1.00,34.25,1815,33527554
-91:3,-87.00,-8.00,4.00,5.00,19.00,30.59,1815,27771140
-83:-2,-84.00,-7.50,19.50,12.50,19.00,28.67,1815,27771140
-72:-12,-84.50,-5.50,24.50,11.50,18.50,26.75,1815,27771140
-58:-23,-81.50,-7.00,27.50,14.00,18.50,23.20,1815,27771140
-209:241,-67.00,-5.00,31.00,15.00,6.00,15.27,1815,27771907
-225:210,-78.00,-4.00,32.00,14.00,1.00,22.27,1815,27771908
-200:222,-86.14,-6.14,21.57,12.43,2.14,19.17,1815,27771909
-205:182,-107.00,-9.00,5.00,7.50,10.00,31.55,1815,30422273
-210:181,-108.00,-11.00,-4.00,9.00,10.00,35.03,1815,30422273
-204:137,-80.00,-5.50,25.75,13.25,16.00,34.42,1815,33527552
-208:115,-69.00,-4.50,31.50,13.50,16.00,35.65,1815,33527552
-183:82,-85.25,-6.25,7.00,10.50,8.25,37.08,1815,33527554
-195:82,-83.00,-7.00,4.00,15.00,1.00,37.85,1815,33527554
-175:63,-96.00,-6.00,10.00,12.00,1.00,38.20,1815,33527554
-155:56,-101.00,-13.00,-3.00,3.00,47.00,31.77,1815,27771140
-143:52,-92.00,-10.00,-2.00,6.00,13.00,31.76,1815,27770883
-122:39,-82.00,-6.50,10.00,10.50,19.00,34.91,1815,33527554
-121:38,-79.50,-6.50,6.00,7.50,7.00,34.70,1815,27770883
-103:-6,-89.00,-6.50,10.50,9.00,18.00,29.43,1815,27771140
-34:33,-80.50,-10.00,21.50,13.00,12.50,22.04,1815,27771140
-39:-19,-85.50,-6.50,15.50,11.75,5.50,10.13,1815,27771139
-30:-10,-83.00,-6.50,19.50,13.50,5.00,7.04,1815,27771139
-34:11,-98.00,-8.50,6.50,6.50,8.50,12.19,1815,28365058
-16:-14,-85.00,-5.00,16.00,11.00,3.00,11.18,1815,26385409
-1:12,-75.00,-5.50,24.00,13.50,1.00,12.50,1815,26385408
-225:217,-93.00,-5.00,20.00,13.00,1.00,16.29,1815,27771908
-205:199,-105.00,-11.00,11.00,7.00,1.00,31.49,1815,27771909
-206:194,-97.00,-10.00,3.00,6.00,10.00,32.27,1815,30422273
-207:115,-70.00,-5.00,30.00,15.00,16.00,35.04,1815,33527552
-203:102,-86.00,-8.00,24.00,9.00,16.00,37.17,1815,33527552
-202:100,-82.00,-8.00,16.00,12.00,16.00,36.70,1815,33527552
-201:97,-78.00,-5.00,18.00,15.00,16.00,36.66,1815,33527552
-86:-1,-83.00,-5.00,32.00,10.00,18.00,33.97,1815,27771140
0:14,-72.00,-5.00,25.00,12.00,1.00,13.96,1815,26385408
-166:231,-101.00,-9.00,12.00,8.00,7.00,10.64,1815,28371201
-169:249,-107.00,-11.00,4.00,5.00,13.00,14.09,1815,28371201
-200:240,-93.50,-5.50,24.50,11.50,6.00,8.13,1815,27771907
-209:226,-82.00,-6.00,14.00,15.00,6.00,14.86,1815,27771907
-235:204,-87.25,-6.00,24.00,13.25,1.00,15.90,1815,27771908
-226:215,-97.00,-5.00,16.00,10.00,1.00,16.77,1815,27771908
-198:164,-101.00,-7.00,7.00,7.00,27.00,33.26,1815,31281409
-209:119,-73.00,-5.00,27.00,15.00,16.00,34.80,1815,33527552
-202:99,-77.00,-8.00,21.00,15.00,16.00,37.78,1815,33527552
-189:74,-73.00,-6.00,21.00,13.00,1.00,37.15,1815,33527554
-188:73,-75.00,-8.00,8.00,3.00,1.00,37.10,1815,33527554
-186:71,-81.00,-5.00,10.00,9.00,1.00,36.28,1815,33527554
-144:33,-94.00,-9.00,2.00,12.00,1.00,37.45,1815,33527554
-123:31,-84.00,-7.00,11.00,11.00,8.00,33.24,1815,27770883
-120:37,-77.00,-6.00,11.00,9.00,8.00,34.09,1815,27770883
-98:13,-88.00,-8.00,5.00,6.00,4.00,31.71,1815,27770885
-88:2,-83.00,-9.00,14.00,2.00,19.00,30.56,1815,27771140
-87:1,-84.00,-8.00,14.00,11.00,19.00,29.78,1815,27771140
