simTime,realTime,result,prediction,deltaT,payload
2.5,0.000245,7.56536,8.73197,10,0.5
12.5,0.00189,9.5704,8.21763,10,0.5
22.5,0.00333,4.80554,7.43755,10,0.5
32.5,0.004601,10.9845,8.47877,10,0.5
42.5,0.006087,8.45079,7.92521,10,0.5
52.5,0.007672,10.2313,7.55886,10,0.5
62.5,0.009264,6.21177,5.40841,10,0.5
72.5,0.010788,13.8715,9.32493,10,0.5
82.5,0.012186,10.9369,10.1947,10,0.5
92.5,0.013027,8.0557,9.93207,10,0.5
102.5,0.013856,11.8628,9.8687,10,0.5
112.5,0.014667,9.43458,8.25948,10,0.5
122.5,0.015456,10.8743,9.96416,10,0.5
132.5,0.016522,11.4253,9.43253,10,0.5
142.5,0.017551,6.27256,7.97066,10,0.5
152.5,0.018462,7.79642,8.64543,10,0.5
162.5,0.019307,7.96721,7.65386,10,0.5
172.5,0.020221,6.18381,8.6976,10,0.5
182.5,0.021134,11.524,8.88169,10,0.5
192.5,0.022037,8.83893,7.9629,10,0.5
202.5,0.022923,8.55023,9.66755,10,0.5
212.5,0.024044,10.9634,9.29076,10,0.5
222.5,0.024993,9.99496,9.66249,10,0.5
232.5,0.025904,12.8405,9.6862,10,0.5
242.5,0.026832,11.1374,7.55005,10,0.5
252.5,0.0277,7.81592,9.69289,10,0.5
262.5,0.02914,10.5333,9.70955,10,0.5
272.5,0.030359,11.6886,9.82401,10,0.5
282.5,0.031224,6.04013,9.02443,10,0.5
292.5,0.032136,9.38022,10.9145,10,0.5
302.5,0.033072,12.5894,10.0007,10,0.5
312.5,0.034003,2.75301,9.38649,10,0.5
322.5,0.035033,4.53757,8.16331,10,0.5
332.5,0.035935,4.63208,8.2077,10,0.5
342.5,0.037888,5.20326,7.23022,10,0.5
352.5,0.039837,3.33975,6.04787,10,0.5
362.5,0.042027,11.5485,6.7258,10,0.5
372.5,0.04359,8.68267,7.78795,10,0.5
382.5,0.04487,7.28737,8.23719,10,0.5
392.5,0.045908,14.4581,9.0301,10,0.5
402.5,0.046808,6.73597,10.3947,10,0.5
412.5,0.048892,10.8498,9.38134,10,0.5
422.5,0.052463,11.361,9.92607,10,0.5
432.5,0.055194,10.9854,9.7607,10,0.5
442.5,0.057696,12.4918,8.89926,10,0.5
452.5,0.059753,5.27905,7.14428,10,0.5
463.5,0.061252,8.49198,7.08904,11,0.55
473.5,0.062339,5.47486,7.54558,10,0.5
483.5,0.063425,8.7111,7.41239,10,0.5
493.5,0.064479,7.3606,7.33405,10,0.5
503.5,0.065459,8.5032,9.34391,10,0.5
513.5,0.06682,9.27891,9.187,10,0.5
523.5,0.068403,8.14195,8.75178,10,0.5
533.5,0.069768,6.11533,8.98243,10,0.5
543.5,0.070923,8.40303,9.48758,10,0.5
553.5,0.071891,9.21282,9.8426,10,0.5
563.5,0.073214,6.11183,7.36815,10,0.5
573.5,0.074787,6.17245,8.25028,10,0.5
583.5,0.076037,8.51041,7.84308,10,0.5
593.5,0.076953,9.16534,9.66426,10,0.5
603.5,0.077858,7.49467,9.32315,10,0.5
614.5,0.079156,4.44304,8.57953,11,0.55
624.5,0.080255,13.0115,9.27041,10,0.5
634.5,0.081357,4.99412,9.21051,10,0.5
644.5,0.082263,6.96963,9.5462,10,0.5
654.5,0.083193,7.8246,8.2281,10,0.5
664.5,0.085087,10.2311,7.88342,10,0.5
674.5,0.086669,8.00984,8.04971,10,0.5
684.5,0.088312,11.0746,9.42542,10,0.5
694.5,0.089845,10.7625,8.26827,10,0.5
704.5,0.091078,6.60717,8.97505,10,0.5
714.5,0.09217,15.6636,10.6598,10,0.5
724.5,0.093168,10.884,9.75595,10,0.5
734.5,0.094359,14.0418,9.6094,10,0.5
744.5,0.095476,9.67621,9.40036,10,0.5
754.5,0.097025,11.2826,8.85405,10,0.5
764.5,0.098639,10.3512,8.42341,10,0.5
774.5,0.099969,2.69038,8.19371,10,0.5
784.5,0.101266,10.1447,8.85301,10,0.5
794.5,0.102866,14.5608,9.01124,10,0.5
