simTime,realTime,result,prediction,deltaT,payload
2.5,0.000255,2.42685,4.91123,10,0.5
12.5,0.0019,11.1583,5.08571,10,0.5
22.5,0.003339,0,5.45918,10,0.5
32.5,0.004611,2.4305,6.69385,10,0.5
42.5,0.006104,6.64698,6.19671,10,0.5
52.5,0.00769,5.58286,5.41134,10,0.5
62.5,0.00928,5.89346,4.31478,10,0.5
72.5,0.010807,11.9001,5.81576,10,0.5
82.5,0.012198,8.78037,7.50011,10,0.5
92.5,0.013038,14.7521,9.11629,10,0.5
102.5,0.013867,0,8.34081,10,0.5
112.5,0.014678,9.74673,6.11855,10,0.5
122.5,0.015469,9.81357,8.30606,10,0.5
132.5,0.016533,15.5499,9.04507,10,0.5
142.5,0.017562,5.31288,8.09647,10,0.5
152.5,0.018472,0.334267,5.58102,10,0.5
162.5,0.019316,7.79194,6.09627,10,0.5
172.5,0.020231,3.28516,5.4722,10,0.5
182.5,0.021144,7.45608,7.06363,10,0.5
192.5,0.022047,7.97237,7.03998,10,0.5
202.5,0.022934,6.69857,9.06945,10,0.5
212.5,0.024067,5.08944,8.28787,10,0.5
222.5,0.025016,4.3941,9.77987,10,0.5
232.5,0.025915,15.9333,11.1881,10,0.5
242.5,0.026842,9.90926,9.85399,10,0.5
252.5,0.027711,12.0165,10.2269,10,0.5
262.5,0.029151,10.4994,8.24486,10,0.5
272.5,0.03037,14.4732,9.89163,10,0.5
282.5,0.031235,8.36074,9.56378,10,0.5
292.5,0.032147,4.44936,8.10722,10,0.5
302.5,0.033085,7.26792,9.74845,10,0.5
312.5,0.034015,10.9788,10.3267,10,0.5
322.5,0.035045,8.40128,10.3465,10,0.5
332.5,0.035945,7.44436,8.159,10,0.5
342.5,0.0379,7.73867,5.2598,10,0.5
352.5,0.039852,7.86731,10.9014,10,0.5
362.5,0.042048,8.14498,9.11422,10,0.5
372.5,0.043604,9.02725,10.4208,10,0.5
382.5,0.04489,6.51432,8.24213,10,0.5
392.5,0.045922,7.95467,7.71302,10,0.5
402.5,0.046819,10.1152,7.14841,10,0.5
412.5,0.048917,5.33098,7.30056,10,0.5
422.5,0.052476,6.64841,10.1683,10,0.5
432.5,0.05523,13.8808,10.1683,10,0.5
442.5,0.057716,15.5185,6.02581,10,0.5
452.5,0.059768,11.9643,12.0754,10,0.5
463.5,0.061263,3.74283,8.98413,11,0.55
473.5,0.062351,10.9898,9.60983,10,0.5
483.5,0.063436,12.3655,10.3169,10,0.5
493.5,0.064489,14.4057,7.93207,10,0.5
503.5,0.06547,10.3604,9.15738,10,0.5
513.5,0.066831,6.97124,9.36148,10,0.5
523.5,0.068413,3.02694,6.87455,10,0.5
533.5,0.069778,4.6776,7.00751,10,0.5
543.5,0.070934,10.3741,8.57334,10,0.5
553.5,0.071901,6.63261,6.83842,10,0.5
563.5,0.073224,2.37723,6.50898,10,0.5
573.5,0.074797,3.25392,7.78847,10,0.5
583.5,0.076047,8.9428,10.2231,10,0.5
593.5,0.076963,6.57267,9.31248,10,0.5
603.5,0.07787,8.24992,9.27906,10,0.5
614.5,0.079169,9.3934,7.06531,11,0.55
624.5,0.080273,0,6.66245,10,0.5
634.5,0.081383,0,5.02349,10,0.5
644.5,0.082274,8.15626,5.9281,10,0.5
654.5,0.083203,11.3411,5.67934,10,0.5
664.5,0.085105,7.9446,5.66302,10,0.5
674.5,0.086691,8.00426,11.5538,10,0.5
684.5,0.08833,11.2852,9.32366,10,0.5
694.5,0.089864,5.88267,6.68045,10,0.5
704.5,0.091098,12.7873,11.249,10,0.5
714.5,0.092184,6.74568,7.5802,10,0.5
724.5,0.093179,6.18905,8.87872,10,0.5
734.5,0.094372,3.60784,8.16098,10,0.5
744.5,0.09549,5.67209,9.66525,10,0.5
754.5,0.09704,12.1179,9.98286,10,0.5
764.5,0.09865,4.27624,7.17984,10,0.5
774.5,0.09998,15.3995,7.91036,10,0.5
784.5,0.101289,7.57045,8.9285,10,0.5
794.5,0.102886,0,7.81437,10,0.5
