simTime,realTime,result,prediction,deltaT,payload
1,0.000104,13.548,8.73197,10,0.5
11,0.001981,11.3885,8.15854,10,0.5
21,0.003734,5.51746,8.31213,10,0.5
31,0.005356,10.4909,8.47877,10,0.5
41,0.00651,8.69396,9.10536,10,0.5
51,0.007704,3.50738,8.48922,10,0.5
61,0.008632,6.11429,3.54104,10,0.5
71,0.009802,8.0575,5.40841,10,0.5
81,0.010719,12.1458,10.1947,10,0.5
91,0.011824,17.8396,10.3172,10,0.5
101,0.012653,7.07753,9.9803,10,0.5
111,0.01371,8.85319,9.5277,10,0.5
121,0.014462,7.99062,9.96416,10,0.5
131,0.015693,7.10362,9.96416,10,0.5
141,0.016784,8.94574,9.21325,10,0.5
151,0.017711,7.5445,8.20453,10,0.5
161,0.018563,7.39678,7.65386,10,0.5
171,0.019496,8.25563,6.17244,10,0.5
181,0.020366,4.52242,8.88169,10,0.5
191,0.021169,2.97802,7.9629,10,0.5
201,0.022033,11.9524,9.48986,10,0.5
211,0.022884,6.84468,8.07835,10,0.5
221,0.02383,5.80992,9.66249,10,0.5
231,0.024831,9.90337,9.60545,10,0.5
241,0.025867,8.26869,8.3973,10,0.5
251,0.026766,10.9865,9.02443,10,0.5
261,0.028196,11.54,10.6325,10,0.5
271,0.029544,9.33538,10.3797,10,0.5
281,0.030478,11.0612,9.76686,10,0.5
291,0.031496,9.32342,11.0493,10,0.5
301,0.032728,10.051,10.0007,10,0.5
311,0.03368,4.69169,8.84258,10,0.5
321,0.034636,11.9817,7.89265,10,0.5
331,0.035537,11.8707,8.2077,10,0.5
341,0.037541,11.0587,9.05106,10,0.5
351,0.039757,5.96722,6.82239,10,0.5
361,0.041411,3.27297,6.19519,10,0.5
371,0.042972,6.23266,6.47572,10,0.5
381,0.044533,9.42893,8.58279,10,0.5
391,0.046028,12.7223,9.0301,10,0.5
401,0.046977,12.3815,10.3947,10,0.5
411,0.048772,7.78982,8.27304,10,0.5
421,0.051769,14.2262,10.2073,10,0.5
431,0.053862,6.10349,9.84661,10,0.5
441,0.05574,9.63903,8.50874,10,0.5
451,0.057331,9.46443,7.22012,10,0.5
461,0.058837,6.10472,6.78104,10,0.5
471,0.060004,8.84447,7.86311,10,0.5
481,0.061134,3.33714,8.59229,10,0.5
491,0.062877,9.68064,8.84949,10,0.5
501,0.064186,16.2563,9.06879,10,0.5
511,0.065659,8.49891,9.78871,10,0.5
521,0.067306,9.86526,7.89363,10,0.5
531,0.06877,9.11871,8.80657,10,0.5
541,0.069935,12.2741,8.63346,10,0.5
551,0.070951,14.1954,9.8426,10,0.5
561,0.072317,3.83379,9.01417,10,0.5
571,0.074071,3.1213,8.47673,10,0.5
581,0.07559,6.81478,9.50941,10,0.5
591,0.076954,8.30219,9.0816,10,0.5
601,0.077825,5.90935,8.03254,10,0.5
611,0.079094,12.0897,9.09469,10,0.5
621,0.080501,8.93585,9.77242,10,0.5
631,0.081995,4.31426,9.51085,10,0.5
641,0.083378,9.35137,8.771,10,0.5
651,0.084593,5.98377,8.2281,10,0.5
661,0.085493,0.690471,8.08838,10,0.5
671,0.086963,9.71899,9.14034,10,0.5
681,0.088365,4.53199,7.6147,10,0.5
691,0.089402,11.924,8.26827,10,0.5
701,0.090341,6.78432,8.97505,10,0.5
711,0.091396,16.6632,9.73862,10,0.5
721,0.092411,14.4492,7.31804,10,0.5
731,0.093527,4.75415,9.73898,10,0.5
741,0.094741,7.73487,9.24728,10,0.5
751,0.096308,8.05262,9.10392,10,0.5
761,0.098571,4.96295,8.46484,10,0.5
771,0.100359,12.2216,9.28538,10,0.5
781,0.101851,8.44582,9.57255,10,0.5
791,0.102858,6.79105,8.91408,10,0.5
