simTime,realTime,result,prediction,deltaT,payload
2.5,0.000533,5.52948,7.49723,10,0.5
12.5,0.002265,8.76613,6.95003,10,0.5
22.5,0.003867,6.66382,5.80178,10,0.5
32.5,0.005354,0.957194,6.63866,10,0.5
42.5,0.006504,7.87804,7.3081,10,0.5
52.5,0.007989,8.75626,6.06868,10,0.5
62.5,0.009167,8.99,6.16488,10,0.5
72.5,0.010153,1.46052,6.89872,10,0.5
82.5,0.011484,0,5.49355,10,0.5
92.5,0.012878,6.61654,6.6717,10,0.5
102.5,0.014309,15.014,8.06444,10,0.5
112.5,0.016062,6.70338,7.44448,10,0.5
122.5,0.017855,10.4372,8.09768,10,0.5
132.5,0.019545,0,6.19495,10,0.5
142.5,0.021163,9.12913,10.016,10,0.5
152.5,0.022668,13.6279,9.3034,10,0.5
162.5,0.023851,14.9549,12.3027,10,0.5
173.5,0.02512,0,5.62674,11,0.55
183.5,0.026326,11.3717,7.21087,10,0.5
193.5,0.028033,8.77989,7.62971,10,0.5
203.5,0.029516,5.61582,6.5507,10,0.5
213.5,0.030883,12.2685,8.85077,10,0.5
223.5,0.032463,1.39696,7.0155,10,0.5
233.5,0.033802,7.6631,6.13318,10,0.5
243.5,0.034843,12.6084,7.97204,10,0.5
253.5,0.035927,11.7235,7.03954,10,0.5
263.5,0.037169,9.37402,5.72323,10,0.5
273.5,0.038207,6.89535,6.8448,10,0.5
283.5,0.039299,3.12545,4.75648,10,0.5
293.5,0.040276,8.46962,7.18312,10,0.5
303.5,0.041404,11.1592,7.5147,10,0.5
313.5,0.042715,11.8509,5.58955,10,0.5
323.5,0.044362,11.833,8.12345,10,0.5
333.5,0.045991,3.08186,7.16931,10,0.5
343.5,0.047475,2.87156,7.26582,10,0.5
353.5,0.048655,9.19685,7.45375,10,0.5
363.5,0.049688,7.40007,7.9841,10,0.5
373.5,0.050779,3.20702,6.29539,10,0.5
383.5,0.052013,2.14757,6.20892,10,0.5
393.5,0.053113,11.3943,9.63358,10,0.5
403.5,0.054377,2.7163,10.2776,10,0.5
413.5,0.05606,9.9786,10.6865,10,0.5
423.5,0.057404,6.26046,11.572,10,0.5
433.5,0.058889,11.6608,9.53637,10,0.5
443.5,0.06076,0,11.313,10,0.5
453.5,0.062078,5.9447,6.95313,10,0.5
463.5,0.063284,4.523,8.16106,10,0.5
473.5,0.064288,13.5496,9.09671,10,0.5
483.5,0.065275,7.17653,6.19598,10,0.5
493.5,0.066326,11.0006,6.81402,10,0.5
503.5,0.067646,2.76604,6.12344,10,0.5
513.5,0.068907,6.9675,7.05132,10,0.5
523.5,0.069962,0,5.83987,10,0.5
533.5,0.07109,13.3422,9.00516,10,0.5
543.5,0.072369,7.93363,8.71535,10,0.5
553.5,0.073566,4.82478,9.29812,10,0.5
563.5,0.07483,14.4185,10.5188,10,0.5
573.5,0.076268,6.3277,9.22671,10,0.5
583.5,0.077465,1.80493,7.46142,10,0.5
593.5,0.078431,4.09578,8.38305,10,0.5
603.5,15.2839,6.39668,7.25286,10,0.5
613.5,15.2851,5.52834,5.25994,10,0.5
623.5,15.2865,8.38077,5.50552,10,0.5
633.5,15.2887,4.69154,5.96029,10,0.5
643.5,15.2909,7.30761,6.05092,10,0.5
653.5,15.2933,7.1133,6.70969,10,0.5
663.5,15.2952,8.88357,4.66204,10,0.5
673.5,15.2969,0.31123,6.80664,10,0.5
683.5,15.2985,10.7356,6.89493,10,0.5
693.5,15.3,7.89532,5.29196,10,0.5
