simTime,realTime,result,prediction,deltaT,payload
90.674,42.457,3.22839,11.552,121,6.05
211.599,99.3221,3.36298,7.74767,121,6.05
272.021,127.707,14.0271,12.0647,62,3.1
281.844,132.238,11.3636,7.96347,10,0.5
291.844,136.836,11.3636,7.68447,10,0.5
301.845,141.565,11.1111,7.88005,10,0.5
349.245,164.172,0.0254412,8.29473,16,0.8
349.53,164.341,0.185736,7.61,25,1.25
352.876,165.906,6.57895,7.68447,10,0.5
478.077,225.714,1.41454,11.61,121,6.05
516.008,243.749,10.0962,8.5495,42,2.1
525.86,248.356,8.33333,7.96347,10,0.5
535.859,253.143,8.47458,9.1866,10,0.5
545.859,257.803,8.47458,7.87747,10,0.5
555.859,262.523,8.47458,8.30447,10,0.5
565.858,267.288,8.62069,8.31947,10,0.5
575.858,271.898,8.62069,7.96347,10,0.5
585.857,276.569,8.77193,7.36547,10,0.5
595.857,296.767,8.77193,7.87747,10,0.5
666.112,329.766,11.2179,12.552,70,3.5
675.834,334.247,14.7059,10.1673,10,0.5
