simTime,realTime,result,prediction,deltaT,payload
90.4229,41.9007,3.14624,16.8755,121,6.05
211.505,97.5314,3.01756,17.322,121,6.05
271.713,124.952,14.5588,25.7578,62,3.1
281.542,129.536,11.9242,8.36739,10,0.5
291.542,134.193,11.9242,9.82994,10,0.5
301.542,138.916,11.9242,9.04339,10,0.5
343.646,158.525,14.3904,23.193,42,2.1
353.543,163.166,11.6472,9.82994,10,0.5
478.574,221.131,1.48505,12.386,121,6.05
516.647,238.542,14.2924,23.2154,42,2.1
526.542,243.114,11.9246,8.6716,10,0.5
536.542,247.696,11.9246,10.0419,10,0.5
546.542,252.353,11.9246,8.09445,10,0.5
556.542,256.998,11.9246,8.09367,10,0.5
566.542,261.726,11.9246,8.96139,10,0.5
576.542,266.355,11.9246,8.6716,10,0.5
586.542,270.965,11.9246,7.80067,10,0.5
596.542,291.038,11.9246,8.36739,10,0.5
668.723,324.256,16.1486,27.393,72,3.6
