simTime,realTime,result,prediction,deltaT,payload
87.1339,41.2559,15.2726,29.3575,102,5.1
96.8419,45.9726,11.9246,8.68379,10,0.5
106.842,50.6685,11.9246,8.96139,10,0.5
116.842,55.6136,11.9246,8.68379,10,0.5
204.508,97.8359,0.143122,9.337,65,3.25
221.938,106.117,14.5,16.8893,40,2
231.845,110.757,11.1284,8.68379,10,0.5
241.845,115.563,11.1284,8.96139,10,0.5
251.845,120.254,11.1284,8.68379,10,0.5
275.884,131.529,14.2977,11.1113,24,1.2
286.846,136.872,11.9747,8.56779,11,0.55
408.167,194.632,16.4881,29.4632,121,6.05
417.842,199.241,11.9246,9.1569,10,0.5
559.224,268.342,0.296221,12.999,121,6.05
665.807,320.465,1.00717,21.6985,121,6.05
670.852,322.921,10.5909,8.69489,11,0.55
680.842,327.735,11.9244,10.0419,10,0.5
690.842,332.395,11.9244,10.861,10,0.5
700.842,337.152,11.9244,10.861,10,0.5
710.842,341.922,11.9244,11.8216,10,0.5
720.842,346.737,11.9244,11.8216,10,0.5
730.842,351.357,11.9244,10.0419,10,0.5
755.903,363.379,12.1441,11.3627,25,1.25
765.842,368.105,11.9242,9.82994,10,0.5
