simTime,realTime,result,prediction,deltaT,payload
88.56,41.4214,16.25,17.0665,117,5.85
98.234,45.9648,14.7059,8.32992,10,0.5
108.234,50.8044,14.7059,7.88047,10,0.5
119.237,56.0785,14.8649,11.926,11,0.55
223.52,105.685,16.25,17.463,104,5.2
233.234,110.326,14.7059,8.32992,10,0.5
243.234,115.039,14.7059,8.31947,10,0.5
254.237,120.23,14.8649,11.046,11,0.55
267.243,126.352,15.1163,9.141,13,0.65
277.234,131.058,14.7059,11.926,10,0.5
287.234,135.843,14.7059,11.046,10,0.5
391.177,184.392,0.52913,10.4922,95,4.75
407.29,192.103,13.8889,10.491,25,1.25
559.828,264.695,0.191286,10.5847,121,6.05
573.378,271.164,12.6404,8.86083,45,2.25
671.503,317.454,16.1716,18.153,98,4.9
681.237,321.969,13.5135,7.179,10,0.5
691.238,326.537,13.1579,10.1636,10,0.5
701.238,331.018,13.1579,10.4606,10,0.5
711.238,335.616,13.1579,10.9216,10,0.5
721.239,340.332,12.8205,10.9216,10,0.5
731.239,345.013,12.8205,7.179,10,0.5
755.282,356.471,14.6341,7.1932,24,1.2
765.239,361.047,12.8205,7.68447,10,0.5
