simTime,realTime,result,prediction,deltaT,payload
90.24,42.2046,3.11856,12.1517,121,6.05
211.324,98.6522,2.98913,7.74767,121,6.05
271.523,126.727,13.9013,7.6699,62,3.1
281.345,131.291,11.1111,7.96347,10,0.5
291.345,135.967,11.1111,7.68447,10,0.5
301.345,140.698,11.1111,8.31947,10,0.5
343.45,160.534,14,11.4755,42,2.1
353.345,165.155,11.1111,7.68447,10,0.5
478.114,224.125,1.58626,11.61,121,6.05
516.449,242.129,14.094,13.2362,42,2.1
526.334,246.622,14.7059,7.96347,10,0.5
536.334,251.159,14.7059,9.1866,10,0.5
546.334,255.869,14.7059,7.87747,10,0.5
556.334,260.62,14.7059,8.30447,10,0.5
566.334,265.343,14.7059,8.31947,10,0.5
576.334,270.017,14.7059,7.96347,10,0.5
586.334,274.66,14.7059,7.28147,10,0.5
596.334,294.818,14.7059,7.90772,10,0.5
668.523,328.186,16.1435,18.155,72,3.6
680.34,333.784,15,10.1673,12,0.6
