simTime,realTime,result,prediction,deltaT,payload
91.639,43.1922,16.2242,14.962,110,5.5
101.334,47.7487,14.7059,8.66792,10,0.5
111.334,52.4389,14.7059,7.88005,10,0.5
123.34,57.9331,15,9.6248,12,0.6
222.605,104.132,16.2295,19.1717,99,4.95
232.334,108.914,14.7059,8.32992,10,0.5
242.334,113.673,14.7059,8.31947,10,0.5
252.334,118.335,14.7059,11.926,10,0.5
273.368,128.184,15.4412,10.487,21,1.05
284.337,133.364,14.8649,11.046,11,0.55
294.334,137.974,14.7059,9.3763,10,0.5
409.654,191.666,16.2429,18.373,115,5.75
560.308,263.695,0.201613,9.26267,121,6.05
651.805,306.491,11.9802,12.385,121,6.05
671.375,315.601,13.3333,8.62653,20,1
681.344,320.473,11.3636,7.179,10,0.5
691.345,325.234,11.1111,10.1636,10,0.5
701.345,329.908,11.1111,10.4606,10,0.5
711.344,334.543,11.3636,10.9216,10,0.5
721.344,339.272,11.3636,10.9216,10,0.5
731.345,344.003,11.1111,7.179,10,0.5
755.392,355.023,13.0435,8.33753,24,1.2
765.345,359.662,11.1111,7.68447,10,0.5
