simTime,realTime,result,prediction,deltaT,payload
5.98293,3.05271,0.663327,9.9025,21,1.05
74.2939,34.5627,0.664088,9.337,65,3.25
88.4679,41.0959,13.9849,10.9803,19,0.95
98.4419,45.9274,11.9246,8.68379,10,0.5
108.442,50.3744,11.9246,8.96139,10,0.5
118.442,54.9747,11.9246,8.68379,10,0.5
224.722,103.436,16.4632,29.3575,106,5.3
234.442,107.802,11.9246,8.92739,10,0.5
244.442,112.139,11.9246,9.04339,10,0.5
255.445,117.061,12.2413,8.56779,11,0.55
267.448,122.363,12.5183,8.73779,12,0.6
279.448,127.689,12.5183,8.56779,12,0.6
400.979,181.83,10.4503,15.9335,121,6.05
410.442,186.266,11.9246,9.05261,10,0.5
561.215,255.512,0.202918,13.528,121,6.05
571.532,260.222,15.1594,19.0827,40,2
670.819,305.368,11.8158,18.415,99,4.95
680.442,309.743,11.9244,10.0419,10,0.5
690.442,314.263,11.9244,10.932,10,0.5
700.442,318.727,11.9244,10.861,10,0.5
710.442,323.241,11.9244,11.8216,10,0.5
720.442,327.723,11.9244,11.8216,10,0.5
730.442,332.133,11.9244,10.0419,10,0.5
755.492,343.422,13.5973,10.942,25,1.25
765.442,347.99,11.9244,9.82994,10,0.5
