0.070190,43.010800
0.000000,0.865649,4.402171,9.493746
0.505051,1.235711,4.393824,9.847447
1.010101,1.615159,4.386714,10.212961
1.515152,2.003793,4.380704,10.589815
2.020202,2.401402,4.375664,10.977546
2.525253,2.807767,4.371475,11.375702
3.030303,3.222661,4.368026,11.783835
3.535354,3.645844,4.365217,12.201511
4.040404,4.077069,4.362955,12.628303
4.545455,4.516082,4.361157,13.063792
5.050505,4.962617,4.359749,13.507568
5.555556,5.416401,4.358666,13.959230
6.060606,5.877156,4.357849,14.418383
6.565657,6.344591,4.357248,14.884640
7.070707,6.818412,4.356819,15.357619
7.575758,7.298315,4.356524,15.836945
8.080808,7.783991,4.356332,16.322245
8.585859,8.275125,4.356217,16.813153
9.090909,8.771393,4.356157,17.309304
9.595960,9.272468,4.356135,17.810337
10.101010,9.778017,4.356138,18.315891
10.606061,10.287702,4.356155,18.825609
11.111111,10.801179,4.356179,19.339133
11.616162,11.318101,4.356204,19.856105
12.121212,11.838118,4.356228,20.376167
12.626263,12.360874,4.356248,20.898963
13.131313,12.886012,4.356264,21.424132
13.636364,13.413172,4.356276,21.951316
14.141414,13.941991,4.356285,22.480154
14.646465,14.472105,4.356294,23.010284
15.151515,15.003147,4.356303,23.541344
15.656566,15.534751,4.356316,24.072973
16.161616,16.066549,4.356334,24.604807
16.666667,16.598173,4.356361,25.136483
17.171717,17.129256,4.356399,25.667642
17.676768,17.659432,4.356452,26.197921
18.181818,18.188334,4.356525,26.726965
18.686869,18.715598,4.356621,27.254418
19.191919,19.240862,4.356748,27.779931
19.696970,19.763765,4.356913,28.303157
20.202020,20.283951,4.357125,28.823759
20.707071,20.801065,4.357396,29.341404
21.212121,21.314757,4.357739,29.855769
21.717172,21.824680,4.358173,30.366542
22.222222,22.330491,4.358717,30.873419
22.727273,22.831853,4.359396,31.376112
23.232323,23.328433,4.360239,31.874345
23.737374,23.819903,4.361281,32.367857
24.242424,24.305943,4.362560,32.856404
24.747475,24.786237,4.364123,33.339761
25.252525,25.260476,4.366021,33.817720
25.757576,25.728358,4.368313,34.290095
26.262626,26.189588,4.371066,34.756721
26.767677,26.643878,4.374354,35.217455
27.272727,27.090949,4.378258,35.672178
27.777778,27.530529,4.382870,36.120796
28.282828,27.962353,4.388289,36.563240
28.787879,28.386167,4.394621,36.999465
29.292929,28.801724,4.401984,37.429454
29.797980,29.208787,4.410502,37.853212
30.303030,29.607128,4.420309,38.270774
30.808081,29.996527,4.431546,38.682199
31.313131,30.376776,4.444363,39.087568
31.818182,30.747675,4.458915,39.486988
32.323232,31.109035,4.475364,39.880588
32.828283,31.460676,4.493879,40.268516
33.333333,31.802429,4.514630,40.650941
33.838384,32.134134,4.537794,41.028048
34.343434,32.455644,4.563547,41.400033
34.848485,32.766820,4.592068,41.767108
35.353535,33.067535,4.623531,42.129490
35.858586,33.357672,4.658112,42.487405
36.363636,33.637125,4.695981,42.841078
36.868687,33.905798,4.737300,43.190736
37.373737,34.163607,4.782227,43.536600
37.878788,34.410477,4.830910,43.878886
38.383838,34.646345,4.883485,44.217800
38.888889,34.871159,4.940078,44.553535
39.393939,35.084877,5.000802,44.886268
39.898990,35.287466,5.065755,45.216163
40.404040,35.478907,5.135020,45.543360
40.909091,35.659187,5.208666,45.867984
41.414141,35.828308,5.286744,46.190136
41.919192,35.986278,5.369292,46.509896
42.424242,36.133117,5.456328,46.827323
42.929293,36.268857,5.547855,47.142453
43.434343,36.393535,5.643862,47.455301
43.939394,36.507201,5.744321,47.765863
44.444444,36.609914,5.849189,48.074113
44.949495,36.701741,5.958410,48.380011
45.454545,36.782760,6.071915,48.683495
45.959596,36.853056,6.189622,48.984492
46.464646,36.912723,6.311437,49.282913
46.969697,36.961866,6.437257,49.578657
47.474747,37.000593,6.566968,49.871614
47.979798,37.029025,6.700449,50.161665
48.484848,37.047288,6.837571,50.448681
48.989899,37.055516,6.978197,50.732530
49.494949,37.053851,7.122184,51.013076
50.000000,37.042440,7.269387,51.290177
