simTime,realTime,result,prediction,deltaT,payload
32.1809,15.5127,1.00564,19.057,68,3.4
107.375,51.4178,0.808756,14.026,74,3.7
186.356,89.0878,0.867002,17.879,79,3.95
253.402,120.917,5.89769,13.0455,71,3.55
282.9,135.299,15.0103,24.297,30,1.5
318.993,152.545,9.3298,19.672,36,1.8
351.909,168.431,15.1472,23.7377,33,1.65
410.522,195.987,4.01702,18.271,58,2.9
491.938,235.633,0.08627,18.857,52,2.6
505.217,242.463,0.350752,17.9435,38,1.9
529.928,254.492,11.7251,23.7377,30,1.5
551.883,264.986,13.2641,17.063,22,1.1
581.905,279.475,14.2951,23.6555,30,1.5
625.893,316.063,1.00338,15.874,42,2.1
667.967,335.991,13.1792,22.2834,44,2.2
