simTime,realTime,result,prediction,deltaT,payload
45.8659,22.2555,3.20934,12.428,62,3.1
96.0619,46.5179,15.7474,23.8938,51,2.55
127.003,61.0906,15.0586,22.2024,31,1.55
198.362,95.5601,2.3941,15.4485,70,3.5
242.044,117.419,15.6325,23.4797,45,2.25
272,132.102,15.0103,22.1764,30,1.5
337.368,163.964,2.17994,14.9605,64,3.2
402.242,195.249,9.65108,22.42,66,3.3
416.956,202.205,13.4094,14.98,15,0.75
475.093,230.216,2.38908,17.867,57,2.85
568.19,274.957,16.2107,29.2453,94,4.7
627.403,303.363,5.86563,23.25,59,2.95
685.082,330.365,15.9402,23.6125,58,2.9
717.006,345.446,15.1042,23.7377,32,1.6
750.42,361.383,3.17351,19.8195,33,1.65
