simTime,realTime,result,prediction,deltaT,payload
86.9509,40.2005,16.5275,26.6164,116,5.8
208.618,97.4598,5.94344,15.9425,121,6.05
241.712,113.023,15.188,23.4797,34,1.7
285.741,133.372,15.6105,22.7594,44,2.2
403.957,188.301,16.5298,28.3812,118,5.9
447.274,208.563,3.19024,12.5135,43,2.15
499.09,233.011,1.00404,19.011,50,2.5
565.011,264.188,8.27391,18.835,68,3.4
670.922,313.744,16.4632,28.4265,106,5.3
702.706,328.47,15.1042,24.3617,32,1.6
734.706,343.489,15.1042,23.927,32,1.6
771.721,360.67,15.2983,23.7377,37,1.85
