simTime,realTime,result,prediction,deltaT,payload
33.3319,16.079,1.00559,21.458,65,3.25
74.4019,36.2942,1.65139,17.9435,43,2.15
182.294,88.7715,0.287145,17.145,93,4.65
233.836,113.986,4.55206,18.835,67,3.35
275.236,133.684,15.449,23.508,42,2.1
312.369,151.405,6.87911,18.369,37,1.85
344.206,166.78,15.1042,23.7377,32,1.6
379.355,183.795,6.86462,18.5005,35,1.75
413.635,200.382,3.17799,20.48,34,1.7
511.682,248.074,1.02577,22.218,94,4.7
537.2,260.2,15.0103,23.7377,30,1.5
552.156,267.273,13.4094,17.063,15,0.75
585.209,283.488,15.1472,23.6555,33,1.65
666.499,338.295,0.0756198,17.9435,49,2.45
666.542,338.334,0.0293514,9.2666,12,0.6
