simTime,realTime,result,prediction,deltaT,payload
14.7929,6.86293,2.38908,19.403,57,2.85
138.986,64.4278,0.500618,17.257,114,5.7
182.722,85.3911,0.618642,13.279,51,2.55
232.231,108.533,4.20015,18.857,53,2.65
262.948,122.976,4.45493,17.9435,31,1.55
296.712,138.28,15.188,24.297,34,1.7
334.803,155.75,9.36284,18.178,38,1.9
366.762,170.424,9.88076,16.1143,32,1.6
493.374,229.052,0.0981907,18.768,84,4.2
495.458,230.257,0.734798,20.48,42,2.1
517.686,240.418,14.5464,15.738,25,1.25
549.707,254.995,14.9629,23.8448,32,1.6
572.68,265.737,14.3876,16.4347,23,1.15
602.7,295.091,15.0103,24.574,30,1.5
666.258,324.591,0.0505403,17.9435,32,1.6
668.746,325.77,11.6495,22.2374,34,1.7
