simTime,realTime,result,prediction,deltaT,payload
77.1349,36.4101,4.04881,17.17,100,5
107.003,50.4993,15.0586,23.4797,31,1.55
224.254,105.009,16.5287,29.1989,117,5.85
261.021,122.055,15.2983,22.2024,37,1.85
291,135.937,15.0103,22.4034,30,1.5
375.372,176.15,1.65862,14.8225,82,4.1
404.003,189.68,15.0586,23.775,31,1.55
541.752,253.257,0.359009,14.8315,121,6.05
541.91,253.36,0.162098,6.9809,13,0.65
617.868,288.318,4.08087,21.22,79,3.95
669.173,312.217,9.52624,20.73,52,2.6
700.003,326.677,15.0586,24.3617,31,1.55
734.012,342.396,15.188,23.7377,34,1.7
767.009,358.011,15.1472,23.7377,33,1.65
