simTime,realTime,result,prediction,deltaT,payload
16.5,0.00316,18.4612,17.8838,25,1.25
71.5,0.011834,19.6996,15.8781,55,2.75
120.5,0.019334,16.923,19.6852,49,2.45
160.5,0.026649,11.4975,17.852,40,2
187.5,0.030857,17.8023,17.3714,27,1.35
239.5,0.036858,22.472,20.8962,52,2.6
261.5,0.040374,18.6995,18.2892,22,1.1
309.5,0.046756,15.713,13.3573,48,2.4
345.5,0.050973,19.8218,20.7451,36,1.8
367.5,0.053401,16.6168,17.2339,22,1.1
405.5,0.060333,14.3079,14.795,38,1.9
455.5,0.06716,22.1746,20.668,50,2.5
486.5,0.072714,17.3792,16.9283,31,1.55
520.5,0.076851,15.48,18.5992,34,1.7
573.5,0.08237,27.5202,23.7184,53,2.65
635.5,15.1664,18.3923,16.4694,62,3.1
685.5,15.1745,19.0793,24.521,50,2.5
