simTime,realTime,result,prediction,deltaT,payload
24.8,0.00409,22.2253,22.8786,43,2.15
85.8,0.010629,27.9594,22.6877,61,3.05
112.8,0.013259,13.6341,18.9253,27,1.35
137.8,0.016194,20.2821,17.934,25,1.25
191.8,0.023102,23.0409,24.996,54,2.7
225.8,0.028256,15.3078,18.9174,34,1.7
254.8,0.031854,19.2203,20.2788,29,1.45
292.8,0.037377,28.9308,23.1128,38,1.9
315.8,0.039799,20.0159,17.7162,23,1.15
375.8,0.051907,27.6696,23.6357,60,3
401.8,0.055052,21.1411,18.58,26,1.3
423.8,0.060045,10.5834,15.089,22,1.1
455.8,0.067097,16.577,18.5379,32,1.6
509.8,0.074212,23.6226,24.3286,54,2.7
549.8,0.080771,14.8293,19.4491,40,2
575.8,0.085413,21.1155,17.2599,26,1.3
602.8,0.088523,18.0886,17.2379,27,1.35
618.8,0.090315,12.2382,12.5627,16,0.8
643.8,0.093501,13.8936,18.5665,25,1.25
682.8,0.098852,23.5965,20.8721,39,1.95
708.8,0.101954,22.8236,19.4217,26,1.3
736.8,0.105498,12.3075,18.8304,28,1.4
757.8,0.108745,13.1597,15.7717,21,1.05
794.8,0.114135,17.5483,22.4691,37,1.85
