simTime,realTime,result,prediction,deltaT,payload
10.6,0.002328,13.9228,18.1217,31,1.55
83.6,0.012496,12.5599,13.7966,73,3.65
118.6,0.018689,16.7067,18.6716,35,1.75
162.6,0.027465,15.2121,16.6125,44,2.2
213.6,0.03471,22.9854,23.9556,51,2.55
251.6,0.040858,17.0975,18.2769,38,1.9
293.6,0.04625,18.7456,19.4785,42,2.1
335.6,0.051083,23.7827,22.3305,42,2.1
455.6,0.068529,17.9497,26.653,120,6
512.6,0.076844,19.9116,21.9067,57,2.85
537.6,0.079577,17.5915,18.7529,25,1.25
566.6,0.083064,22.0567,20.2932,29,1.45
597.6,15.0975,20.8951,19.3366,31,1.55
634.6,15.102,11.8537,14.5601,37,1.85
657.6,15.1061,11.6205,16.0392,23,1.15
