simTime,realTime,result,prediction,deltaT,payload
69.7,0.010264,15.778,18.6877,73,3.65
123.7,0.018573,21.8433,17.3217,54,2.7
186.7,0.027173,22.9464,22.4632,63,3.15
236.7,0.031979,23.6417,20.8962,50,2.5
260.7,0.034471,16.6768,18.2892,24,1.2
317.7,0.041352,18.5155,19.9463,57,2.85
342.7,0.044218,18.6898,18.665,25,1.25
447.7,0.056278,13.6052,14.0514,105,5.25
469.7,0.058523,18.9473,15.19,22,1.1
481.7,0.059629,10.587,11.6717,12,0.6
499.7,0.061169,13.5288,12.1787,18,0.9
534.7,0.064693,13.0855,17.2405,35,1.75
548.7,0.066138,13.825,14.4863,14,0.7
565.7,0.067815,18.4204,14.1173,17,0.85
601.7,16.2093,23.7257,20.2944,36,1.8
647.7,16.2153,15.0321,15.2816,46,2.3
680.7,16.2195,14.375,20.2557,33,1.65
